,Address,Price,Rental_type,Sqfeet,Boro,Agency,Beds,Baths
5597,"Atelier, 635 West 42nd Street, PHE5 - Clinton, New York",6500,"Condo, Doorman","Approximate Sq. Feet: 1,150",Manhattan,Elliman,2 Beds, 2 Baths
5598,"Atelier, 635 West 42nd Street, 32F - Clinton, New York",6500,"Condo, Doorman",Listing ID: 3855040,Manhattan,Elliman,3 Beds, 2 Baths
5599,"254 Park Avenue South, 9KL - Flatiron District, New York",6500,"Condo, Doorman",Approximate Sq. Feet: 949,Manhattan,Elliman,Loft, 2 Beds 
5600,"The Charleston, 225 East 34th Street, 14C - Murray Hill, New York",6500,"Condo, Doorman","Approximate Sq. Feet: 1,223",Manhattan,Elliman,2 Beds, 2 Baths
5601,"THE ADELINE, 23 West 116TH Street, 4A - Harlem, New York",6500,"Condo, Doorman","Approximate Sq. Feet: 1,640",Manhattan,Elliman,3 Beds, 2 Baths
5602,"110 East End Avenue, 5AL - Upper East Side, New York",6500,"Rental, Doorman",Listing ID: 3875309,Manhattan,Elliman,3 Beds, 2 Baths
5603,"One Morningside Park Condo, 321 West 110TH Street, 14A - Upper West Side, New York",6500,"Condo, Doorman","Approximate Sq. Feet: 1,108",Manhattan,Elliman,2 Beds, 2 Baths
5604,"TRUMP TOWER, 721 Fifth Avenue, 57C - Midtown, New York",6500,"Condo, Doorman","Approximate Sq. Feet: 1,138",Manhattan,Elliman,1 Bed, 1 Bath 
5605,"TRUMP TOWER, 721 Fifth Avenue, 56 - Midtown, New York",6500,"Condo, Doorman","Approximate Sq. Feet: 1,137",Manhattan,Elliman,1 Bed, 1 Bath 
5606,"11 East 29th Street, 10C - NoMad, New York",6500,"Condo, Doorman","Approximate Sq. Feet: 1,374",Manhattan,Elliman,2 Beds, 2 Baths
5607,"117 East 57th Street, 28B - Midtown, New York",6500,"Condo, Doorman","Approximate Sq. Feet: 1,400",Manhattan,Elliman,2 Beds, 2 Baths
5608,"40 Central Park South, 4H - Central Park South, New York",6500,"Rental, Doorman","Approximate Sq. Feet: 1,160",Manhattan,Elliman,2 Beds, 2 Baths
5609,"Hudson View Terrace, 747 Tenth Avenue, 38E - Clinton, New York",6500,"Rental, Doorman","Approximate Sq. Feet: 1,050",Manhattan,Elliman,4 Beds, 1 Bath 
5610,"THE POWELLTON, 229 West 97th Street, 1D - Upper West Side, New York",6499,"Cooperative, Doorman","Approximate Sq. Feet: 1,100",Manhattan,Elliman,Loft, 5 Beds 
5611,"Madison Belvedere, 10 East 29th Street, 24G - NoMad, New York",6499,"Rental, Doorman",Listing ID: 3877426,Manhattan,Elliman,2 Beds, 2 Baths
5612,"28-10 Jackson Avenue, 23N - Long Island City, New York",6496,Rental,Listing ID: 3832574,Manhattan,Elliman,3 Beds, 2 Baths
5613,"1225 Park Avenue, 7D - Carnegie Hill, New York",6495,"Rental, Doorman",Listing ID: 3725998,Manhattan,Elliman,2 Beds, 2 Baths
5614,"615 East 6th Street, G - East Village, New York",6495,Rental,"Approximate Sq. Feet: 1,250",Manhattan,Elliman,3 Beds, 2 Baths
5615,"113 Elizabeth Street, 4A - Little Italy - Chinatown, New York",6495,Rental,Listing ID: 3890799,Manhattan,Elliman,3 Beds, 2 Baths
5616,"395 Broadway, 11C - TriBeCa, New York",6495,Condo,"Approximate Sq. Feet: 1,200",Manhattan,Elliman,Loft, 2 Beds 
5617,"325 Fifth Avenue, 26F - Midtown, New York",6495,"Condo, Doorman","Approximate Sq. Feet: 1,228",Manhattan,Elliman,2 Beds, 2 Baths
5618,"The Essex, 125 Delancey Street, PH08 - Lower East Side, New York",6495,Rental,Listing ID: 3874544,Manhattan,Elliman,2 Beds, 1 Bath
5619,"Tribeca Tower, 105 Duane Street, 42H - TriBeCa, New York",6490,"Rental, Doorman",Approximate Sq. Feet: 850,Manhattan,Elliman,2 Beds, 1 Bath 
5620,"219 West 70th Street, 6 - Upper West Side, New York",6475,Multi-Family,Listing ID: 3838928,Manhattan,Elliman,2 Beds, 2 Baths
5621,"154 Attorney Street, 105 - Lower East Side, New York",6450,"Condo, Doorman","Approximate Sq. Feet: 1,600",Manhattan,Elliman,2 Beds, 2 Baths
5622,"40 Prince Street, 6C - Little Italy - Chinatown, New York",6450,Rental,Listing ID: 3891743,Manhattan,Elliman,2 Beds, 2 Baths
5623,"Lexington Towers, 160 East 88th Street, 4B - Upper East Side, New York",6450,"Rental, Doorman","Approximate Sq. Feet: 1,032",Manhattan,Elliman,2 Beds, 2 Baths
5624,"Regency Towers, 245 East 63rd Street, 21A - Upper East Side, New York",6450,"Rental, Doorman","Approximate Sq. Feet: 1,300",Manhattan,Elliman,2 Beds, 2 Baths
5625,"Manhattan House, 200 East 66th Street, E706 - Upper East Side, New York",6450,"Condo, Doorman",Approximate Sq. Feet: 955,Manhattan,Elliman,1 Bed, 1 Bath
5626,"Lex 54 Condominium, 135 East 54th Street, 3E - Midtown, New York",6450,"Condo, Doorman","Approximate Sq. Feet: 1,150",Manhattan,Elliman,2 Beds, 2 Baths
5627,"845 United Nations Plaza, 21B - Turtle Bay, New York",6450,"Condo, Doorman",Approximate Sq. Feet: 895,Manhattan,Elliman,1 Bed, 1 Bath 
5628,"The Sierra, 130 West 15th Street, 4C - Chelsea, New York",6450,"Rental, Doorman",Approximate Sq. Feet: 725,Manhattan,Elliman,1 Bed, 1 Bath
5629,"Carlton Towers, 200 East 64th Street, 4D - Upper East Side, New York",6417,"Rental, Doorman","Approximate Sq. Feet: 1,300",Manhattan,Elliman,2 Beds, 2 Baths
5630,"334 Bowery, 7B - East Village, New York",6400,Rental,"Approximate Sq. Feet: 1,000",Manhattan,Elliman,3 Beds, 1 Bath
5631,"334 Bowery, 7R - East Village, New York",6400,Rental,"Approximate Sq. Feet: 1,000",Manhattan,Elliman,2 Beds, 1 Bath
5632,"257 Water Street, 6A - Financial District, New York",6400,Condo,Listing ID: 3889544,Manhattan,Elliman,4 Beds, 2 Baths
5633,"110 West 79th Street, 1 - Upper West Side, New York",6400,,"Approximate Sq. Feet: 1,000",Manhattan,Elliman,2 Beds, 2 Baths
5634,"146 East 49th Street, 6CD - Midtown, New York",6400,Cooperative,Listing ID: 3815907,Manhattan,Elliman,3 Beds, 2 Baths
5635,"THE CENTURY, 200 East 11th Street, 601 - East Village, New York",6400,"Rental, Doorman",Approximate Sq. Feet: 780,Manhattan,Elliman,1 Bed, 1 Bath
5636,"HUYS, 404 Park Avenue South, 14E - NoMad, New York",6400,"Condo, Doorman",Approximate Sq. Feet: 801,Manhattan,Elliman,1 Bed, 1 Bath
5637,"The Helux, 520 West 43rd Street, 24F - Clinton, New York",6400,Rental,Listing ID: 3895458,Manhattan,Elliman,2 Beds, 2 Baths
5638,"THE ALBERT, 23 East 10th Street, 2A - Greenwich Village, New York",6400,"Cooperative, Doorman",Approximate Sq. Feet: 850,Manhattan,Elliman,2 Beds, 1 Bath
5639,"22 East 36th Street, 5B - Murray Hill, New York",6400,"Rental, Doorman","Approximate Sq. Feet: 1,500",Manhattan,Elliman,2 Beds, 2 Baths
5640,"106 Central Park South, 15I - Central Park South, New York",6400,"Condo, Doorman","Approximate Sq. Feet: 1,235",Manhattan,Elliman,2 Beds, 3 Baths
5641,"70 Pine Street, 5202 - Financial District, New York",6400,"Rental, Doorman",Listing ID: 3870410,Manhattan,Elliman,1 Bed, 1 Bath
5642,"236 W 26th Street, 5SW - New York, New York",6395,Rental,Listing ID: 4992159,Manhattan,Elliman,2 Beds, 1 Bath
5643,"738 East 6th Street, 3B - East Village, New York",6395,Rental,Listing ID: 3883821,Manhattan,Elliman,4 Beds, 2 Baths
5644,"SHERRY HOUSE, 125 East 87th Street, 12D - Carnegie Hill, New York",6375,"Rental, Doorman","Approximate Sq. Feet: 1,177",Manhattan,Elliman,2 Beds, 2 Baths
5645,"68 Thompson Street, PHD - SoHo - Nolita, New York",6350,Rental,Listing ID: 3875652,Manhattan,Elliman,1 Bed, 1 Bath
5646,"145 East 22nd Street, 1A - Gramercy - Union Square, New York",6350,Rental,Listing ID: 3894520,Manhattan,Elliman,3 Beds, 2 Baths
5647,"103 West 27th Street, 3FLR - Chelsea, New York",6350,Rental,"Approximate Sq. Feet: 1,200",Manhattan,Elliman,Loft, 4 Beds 
5648,"170 E End Avenue, 2C - New York, New York",6300,Rental,"Approximate Sq. Feet: 1,030",Manhattan,Elliman,1 Bed, 1 Bath 
5649,"375 Broome Street, 22 - SoHo - Nolita, New York",6300,Rental,"Approximate Sq. Feet: 1,200",Manhattan,Elliman,5 Beds, 2 Baths
5650,"375 Broome Street, 15 - SoHo - Nolita, New York",6300,Rental,Listing ID: 3789225,Manhattan,Elliman,5 Beds, 2 Baths
5651,"375 Broome Street, 16 - SoHo - Nolita, New York",6300,Rental,Listing ID: 3841602,Manhattan,Elliman,5 Beds, 2 Baths
5652,"375 Broome Street, 23 - SoHo - Nolita, New York",6300,Rental,Listing ID: 3877257,Manhattan,Elliman,5 Beds, 2 Baths
5653,"14 Delancey Street, PH - Lower East Side, New York",6300,Rental,Listing ID: 3825188,Manhattan,Elliman,Loft, 2 Beds 
5654,"The O'Neill Building, 655 Sixth Avenue, 5A - Flatiron District, New York",6300,"Condo, Doorman",Approximate Sq. Feet: 958,Manhattan,Elliman,Loft, 1 Bed 
5655,"The Leo, 266 Elizabeth Street, 5 - SoHo - Nolita, New York",6300,Rental,Listing ID: 3837618,Manhattan,Elliman,2 Beds, 1 Bath
5656,"325 Fifth Avenue, 31F - Midtown, New York",6300,"Condo, Doorman","Approximate Sq. Feet: 1,221",Manhattan,Elliman,2 Beds, 2 Baths
5657,"322 West 57th Street, 42K - Midtown, New York",6300,"Condo, Doorman","Approximate Sq. Feet: 1,196",Manhattan,Elliman,2 Beds, 2 Baths
5658,"50 Clinton Street, 4A - Lower East Side, New York",6300,"Condo, Doorman",Listing ID: 3810260,Manhattan,Elliman,2 Beds, 2 Baths
5659,"Rector Square, 225 Rector Pl, 21C - Battery Park City, New York",6300,"Condo, Doorman",Approximate Sq. Feet: 968,Manhattan,Elliman,2 Beds, 2 Baths
5660,"TriBeCa Park, 400 Chambers Street, 28K - Battery Park City, New York",6300,"Rental, Doorman",Listing ID: 3870302,Manhattan,Elliman,2 Beds, 1 Bath 
5661,"101 West 15th Street, 427 - Chelsea, New York",6300,"Rental, Doorman",Listing ID: 3885883,Manhattan,Elliman,1 Bed, 1 Bath
5662,"The Brewster, 21 West 86th Street, 14B - Upper West Side, New York",6300,"Rental, Doorman",Approximate Sq. Feet: 712,Manhattan,Elliman,1 Bed, 1 Bath
5663,"237 East 34th Street, 304 - Murray Hill, New York",6295,"Rental, Doorman",Listing ID: 3874543,Manhattan,Elliman,2 Beds, 2 Baths
5664,"205 West 107th Street, 3W - Upper West Side, New York",6295,Rental,"Approximate Sq. Feet: 1,500",Manhattan,Elliman,3 Beds, 2 Baths
5665,"227 Mulberry Street, PHF - Little Italy - Chinatown, New York",6295,"Rental, Doorman",Listing ID: 3871747,Manhattan,Elliman,1 Bed, 2 Baths
5666,"555 Tenth Avenue, 54I - Clinton, New York",6295,"Rental, Doorman",Listing ID: 3880337,Manhattan,Elliman,1 Bed, 1 Bath
5667,"100 West 31st Street, 45J - Midtown, New York",6295,Rental,Listing ID: 3841451,Manhattan,Elliman,1 Bed, 1 Bath
5668,"325 Fifth Avenue, 15A - Midtown, New York",6295,"Condo, Doorman","Approximate Sq. Feet: 1,176",Manhattan,Elliman,2 Beds, 2 Baths
5669,"MERCEDES HOUSE, 550 West 54th Street, 1100 - Clinton, New York",6295,"Rental, Doorman",Approximate Sq. Feet: 962,Manhattan,Elliman,2 Beds, 2 Baths
5670,"Gotham West, 550 West 45th Street, 1713 - Clinton, New York",6283,"Rental, Doorman",Listing ID: 3869509,Manhattan,Elliman,2 Beds, 2 Baths
5671,"96 Greene Street, 5 - SoHo - Nolita, New York",6250,Rental,"Approximate Sq. Feet: 1,800",Manhattan,Elliman,1 Bed, 1 Bath
5672,"River Ridge Condominiums, 78 Ridge Street, 6B - Lower East Side, New York",6250,Condo,"Approximate Sq. Feet: 1,800",Manhattan,Elliman,Loft, 2 Beds 
5673,"130 East 62nd Street, 3 - Upper East Side, New York",6250,Multi-Family,Listing ID: 3851892,Manhattan,Elliman,2 Beds, 1 Bath
5674,"THE BEAUMONT, 30 West 61st Street, 17N - Lincoln Square, New York",6250,"Condo, Doorman",Approximate Exterior Sq. Ft: 664,Manhattan,Elliman,2 Beds, 2 Baths
5675,"441 West 22nd Street, GDN - Chelsea, New York",6250,Multi-Family,"Approximate Sq. Feet: 1,080",Manhattan,Elliman,2 Beds, 2 Baths
5676,"159-163 Christopher Street, 8A - West Village - Meatpacking District, New York",6250,"Multi-Family, Doorman",Listing ID: 3852829,Manhattan,Elliman,3 Beds, 2 Baths
5677,"393 West End Avenue, 14D - Upper West Side, New York",6250,"Rental, Doorman",Approximate Sq. Feet: 985,Manhattan,Elliman,1 Bed, 2 Baths
5678,"The Alfred Condo, 161 West 61st Street, 14G - Upper West Side, New York",6250,"Condo, Doorman",Approximate Exterior Sq. Ft: 140,Manhattan,Elliman,2 Beds, 2 Baths
5679,"THE POLICE BUILDING, 240 Centre Street, 2P - SoHo - Nolita, New York",6250,"Cooperative, Doorman",Listing ID: 3792977,Manhattan,Elliman,1 Bed, 1 Bath 
5680,"The Buchanan, 160 East 48th Street, 4A - Midtown, New York",6250,"Rental, Doorman",Listing ID: 3894279,Manhattan,Elliman,3 Beds, 2 Baths
5681,"325 West 84th Street, 1 - Upper West Side, New York",6250,Single Family Townhouse,"Approximate Sq. Feet: 1,000",Manhattan,Elliman,1 Bed, 1 Bath
5682,"230 West End Avenue, 16GA - Upper West Side, New York",6250,"Cooperative, Doorman","Approximate Sq. Feet: 1,050",Manhattan,Elliman,2 Beds, 2 Baths
5683,"Executive Plaza Condo, 150 West 51st Street, 923 - Midtown, New York",6250,"Condo, Doorman",Approximate Sq. Feet: 650,Manhattan,Elliman,2 Beds, 1 Bath
5684,"The Sierra, 130 West 15th Street, 12N - Chelsea, New York",6250,"Rental, Doorman",Approximate Sq. Feet: 882,Manhattan,Elliman,1 Bed, 1 Bath
5685,"Atelier, 635 West 42nd Street, 43J - Clinton, New York",6250,"Condo, Doorman","Approximate Sq. Feet: 1,000",Manhattan,Elliman,2 Beds, 2 Baths
5686,"15 Broad Street, 1606 - New York, New York",6200,Rental,"Approximate Sq. Feet: 1,080",Manhattan,Elliman,2 Beds, 1 Bath
5687,"108 Wooster Street, 5E - SoHo - Nolita, New York",6200,Cooperative,"Approximate Sq. Feet: 1,100",Manhattan,Elliman,Studio, 1 Bath
5688,"41 West 24th Street, F7 - Flatiron District, New York",6200,Rental,Listing ID: 3877464,Manhattan,Elliman,3 Beds, 1 Bath
5689,"25 Charles Street, 5A - West Village - Meatpacking District, New York",6200,Cooperative,Approximate Sq. Feet: 810,Manhattan,Elliman,2 Beds, 1 Bath
5690,"110 West 79th Street, 2 - Upper West Side, New York",6200,,"Approximate Sq. Feet: 1,000",Manhattan,Elliman,2 Beds, 2 Baths
5691,"200 East 116th Street, 3N - East Harlem, New York",6200,Rental,Listing ID: 3885527,Manhattan,Elliman,5 Beds, 2 Baths
5692,"BRAENDER CONDO, 418 Central Park West, 24 - Upper West Side, New York",6200,"Condo, Doorman","Approximate Sq. Feet: 1,078",Manhattan,Elliman,2 Beds, 2 Baths
5693,"THE CENTURY, 200 East 11th Street, PH2 - East Village, New York",6200,"Rental, Doorman",Approximate Sq. Feet: 780,Manhattan,Elliman,1 Bed, 1 Bath
5694,"785 West End Avenue, 10B - Upper West Side, New York",6200,"Rental, Doorman",Listing ID: 3861018,Manhattan,Elliman,3 Beds, 2 Baths
5695,"DOWNTOWN BY STARCK, 15 Broad Street, 1606 - Financial District, New York",6200,"Condo, Doorman","Approximate Sq. Feet: 1,080",Manhattan,Elliman,Loft, 2 Beds 
5696,"101 West 24th Street, 3B - Chelsea, New York",6200,"Condo, Doorman",Approximate Sq. Feet: 862,Manhattan,Elliman,1 Bed, 1 Bath
5697,"THE WALTON, 104 West 70th Street, 2B - Upper West Side, New York",6200,"Condo, Doorman","Approximate Sq. Feet: 1,150",Manhattan,Elliman,2 Beds, 2 Baths
5698,"TriBeCa Park, 400 Chambers Street, 26K - Battery Park City, New York",6200,"Rental, Doorman",Approximate Sq. Feet: 850,Manhattan,Elliman,1 Bed, 1 Bath 
5699,"Atelier, 635 West 42nd Street, 37NN - Clinton, New York",6200,"Condo, Doorman",Listing ID: 3749599,Manhattan,Elliman,2 Beds, 2 Baths
5700,"Halcyon, 305 East 51st Street, 25B - Turtle Bay, New York",6200,"Condo, Doorman","Approximate Sq. Feet: 1,000",Manhattan,Elliman,1 Bed, 1 Bath 
5701,"Atelier, 635 West 42nd Street, 37NN - Clinton, New York",6200,"Condo, Doorman",Listing ID: 3749599,Manhattan,Elliman,2 Beds, 2 Baths
5702,"382 Central Park, 12C - New York, New York",6200,Rental,Listing ID: 5005328,Manhattan,Elliman,2 Beds, 2 Baths
5703,"382 Central Park, 12C - New York, New York",6200,Rental,Listing ID: 5005327,Manhattan,Elliman,2 Beds, 2 Baths
5704,"The Hit Factory, 421 West 54th Street, 3G - Clinton, New York",6199,"Condo, Doorman",Listing ID: 3810377,Manhattan,Elliman,Loft, 2 Beds 
5705,"884 West End Avenue, 78 - Upper West Side, New York",6195,Rental,Listing ID: 3869611,Manhattan,Elliman,3 Beds, 2 Baths
5706,"Hudson Hill Condominium, 462 West 58th Street, 2D - Clinton, New York",6195,"Condo, Doorman",Listing ID: 3865042,Manhattan,Elliman,2 Beds, 2 Baths
5707,"49 East 34th Street, 30A - Murray Hill, New York",6195,"Rental, Doorman",Listing ID: 3884157,Manhattan,Elliman,2 Beds, 2 Baths
5708,"The Westminster, 180 West 20th Street, 4T - Chelsea, New York",6195,"Rental, Doorman",Listing ID: 3869366,Manhattan,Elliman,2 Beds, 2 Baths
5709,"356 West 21st Street, 3 - Chelsea, New York",6181,Rental,Listing ID: 3873951,Manhattan,Elliman,3 Beds, 2 Baths
5710,"THE HOPKINS, 172 West 79th Street, 7A - Upper West Side, New York",6150,"Condo, Doorman","Approximate Sq. Feet: 6,150",Manhattan,Elliman,2 Beds, 2 Baths
5711,"838 Greenwich Street, 1C - West Village - Meatpacking District, New York",6150,Cooperative,Listing ID: 3818196,Manhattan,Elliman,1 Bed, 1 Bath
5712,"20 Pine - The Collection, 20 Pine Street, 1104 - Financial District, New York",6150,"Condo, Doorman","Approximate Sq. Feet: 1,280",Manhattan,Elliman,2 Beds, 2 Baths
5713,"260 West 26th Street, 2A - Chelsea, New York",6130,"Rental, Doorman",Listing ID: 3877766,Manhattan,Elliman,2 Beds, 2 Baths
5714,"The Bancroft, 40 West 72nd Street, 83 - Upper West Side, New York",6100,"Cooperative, Doorman","Approximate Sq. Feet: 1,100",Manhattan,Elliman,2 Beds, 2 Baths
5715,"52 Ludlow Street, GLR - Lower East Side, New York",6100,Rental,"Approximate Sq. Feet: 1,100",Manhattan,Elliman,2 Beds, 2 Baths
5716,"209 Mulberry Street, 2D - Little Italy - Chinatown, New York",6100,Rental,Approximate Sq. Feet: 650,Manhattan,Elliman,2 Beds, 1 Bath
5717,"405 East 61st Street, CHOUSE - Upper East Side, New York",6100,Rental,"Approximate Sq. Feet: 1,100",Manhattan,Elliman,2 Beds, 1 Bath
5718,"128 West 13th Street, 43 - Greenwich Village, New York",6100,Rental,Listing ID: 3889530,Manhattan,Elliman,1 Bed, 1 Bath
5719,"101 West 15th Street, 205 - Chelsea, New York",6100,"Rental, Doorman",Approximate Sq. Feet: 620,Manhattan,Elliman,1 Bed, 1 Bath
5720,"47 West 75th Street, 2 - Upper West Side, New York",6100,Rental,"Approximate Sq. Feet: 1,050",Manhattan,Elliman,2 Beds, 2 Baths
5721,"106 Central Park South, 10G - Central Park South, New York",6100,"Condo, Doorman",Listing ID: 3790223,Manhattan,Elliman,2 Beds, 2 Baths 
5722,"Greenwich Club Residence, 88 Greenwich Street, 2301 - Financial District, New York",6100,"Condo, Doorman",Listing ID: 3836891,Manhattan,Elliman,2 Beds, 2 Baths
5723,"22 East 1st Street, 405 - East Village, New York",6090,"Rental, Doorman",Listing ID: 3852204,Manhattan,Elliman,1 Bed, 1 Bath
5724,"356 West 21st Street, 2 - Chelsea, New York",6085,Rental,Listing ID: 3873950,Manhattan,Elliman,3 Beds, 2 Baths
5725,"22-22 Jackson Avenue, PH12 - Long Island City, New York",6071,Rental,Listing ID: 3801098,Manhattan,Elliman,3 Beds, 2 Baths
5726,"The Elektra, 290 Third Avenue, 4C - Gramercy - Union Square, New York",6028,Rental,Approximate Sq. Feet: 800,Manhattan,Elliman,1 Bed, 1 Bath
5727,"122 Elizabeth Street, 1B - Little Italy - Chinatown, New York",6000,Condo,"Approximate Sq. Feet: 1,131",Manhattan,Elliman,4 Beds, 2 Baths
5728,"104 East 35th Street, 3B - Murray Hill, New York",6000,Rental,Listing ID: 3833402,Manhattan,Elliman,2 Beds, 2 Baths
5730,"12 East 10th Street, 4 - Greenwich Village, New York",6000,Rental,"Approximate Sq. Feet: 1,000",Manhattan,Elliman,2 Beds, 2 Baths
5731,"530 Park Avenue, 6H - Upper East Side, New York",6000,"Condo, Doorman","Approximate Sq. Feet: 1,100",Manhattan,Elliman,1 Bed, 1 Bath
5732,"8 Liberty Pl, 4 - Financial District, New York",6000,Rental,Listing ID: 3848433,Manhattan,Elliman,Loft, 4 Beds 
5733,"48 GROVE, 3 - New York, New York",6000,Rental,Listing ID: 4994421,Manhattan,Elliman,1 Bed, 1 Bath
5734,"48 Grove Street, 3 - West Village - Meatpacking District, New York",6000,Condo,Listing ID: 3876851,Manhattan,Elliman,1 Bed, 1 Bath
5735,"CENTURY TOWERS, 175 West 12th Street, 15B - Greenwich Village, New York",6000,"Condo, Doorman",Approximate Sq. Feet: 948,Manhattan,Elliman,1 Bed, 1 Bath
5736,"GRAND SUTTON, 418 East 59th Street, 26A - Sutton Area, New York",6000,"Condo/Cooperative, Doorman","Approximate Sq. Feet: 1,500",Manhattan,Elliman,2 Beds, 2 Baths 
5737,"CITY HALL TOWER, 258 Broadway, 4D - TriBeCa, New York",6000,Cooperative,Listing ID: 3816173,Manhattan,Elliman,Loft, 2 Beds 
5738,"107 West 25th Street, 2D - Flatiron District, New York",6000,Cooperative,"Approximate Sq. Feet: 1,250",Manhattan,Elliman,Loft, 2 Beds 
5739,"325 West 93rd Street, 2D - Upper West Side, New York",6000,Rental,Listing ID: 3879786,Manhattan,Elliman,3 Beds, 2 Baths
5740,"341 West 48th Street, 2 - Clinton, New York",6000,Multi-Family,Listing ID: 3835954,Manhattan,Elliman,3 Beds, 3 Baths
5741,"807 Ninth Avenue, 4A - Clinton, New York",6000,,"Approximate Sq. Feet: 1,300",Manhattan,Elliman,4 Beds, 2 Baths
5742,"201 East 71st Street, 4K - Upper East Side, New York",6000,Rental,Listing ID: 3869178,Manhattan,Elliman,1 Bed, 1 Bath
5743,"356 West 37th Street, 3A - Jacob Javits Center, New York",6000,Rental,Listing ID: 3854115,Manhattan,Elliman,3 Beds, 1 Bath
5744,"RIVERWALK COURT, 415 Main Street, 15G - Roosevelt Island, New York",6000,"Condo, Doorman",Listing ID: 3794738,Manhattan,Elliman,3 Beds, 3 Baths
