Address,Neighborhood,Price,Beds,Baths,Boro
"380 Broome Street, Unit 11",NoLita,3995,2 BD,1 BA,Manhattan
"12 Perry, Unit 3A",West Village,3995,1 BD,1 BA,Manhattan
"12 Perry Street, Unit 3A",West Village,3995,1 BD,1 BA,Manhattan
"548 3rd Avenue, Unit 3",Murray Hill,7800,5 BD,2 BA,Manhattan
"548 3rd Avenue, Unit 3",Murray Hill,7800,5 BD,2 BA,Manhattan
"731 St Nicholas Avenue, Unit 1A",Hamilton Heights,1850,1 BD,1 BA,Manhattan
"10 Rutgers Street, Unit 7V",Lower East Side,5890,1 BD,1 BA,Manhattan
"150 East 44th Street, Unit 46E",Midtown East,4425,1 BD,1 BA,Manhattan
"469 West 153rd Street, Unit 3D",Hamilton Heights,1850,1 BD,1 BA,Manhattan
"350 West 43rd Street, Unit 2D",Hell's Kitchen,5169,2 BD,2 BA,Manhattan
"36 West 76th Street, Unit G",Upper West Side,2050,Studio,1 BA,Manhattan
"307 East 44th Street, Unit 719",Midtown East,2596,Studio,1 BA,Manhattan
"346 East 65th Street, Unit 4E",Upper East Side,3150,2 BD,1 BA,Manhattan
"350 East 54th Street, Unit 6K",Midtown East,3100,1 BD,1 BA,Manhattan
"237 Sullivan Street, Unit 1B",Greenwich Village,3500,1 BD,1 BA,Manhattan
"228 East 81st Street, Unit 1D",Upper East Side,1995,Studio,1 BA,Manhattan
"361 East 50th Street, Unit 5B",Midtown East,4950,2 BD,1 BA,Manhattan
"236 East 28th Street, Unit 4E",Kips Bay,1900,Studio,1 BA,Manhattan
"245 East 80th Street, Unit 11H",Upper East Side,4495,1 BD,1 BA,Manhattan
"442 10th Avenue, Unit 4FS",Hudson Yards,2934,2 BD,1 BA,Manhattan
"160 East 48th Street, Unit 12B",Midtown East,5333,2 BD,2 BA,Manhattan
"339 East 19th Street, Unit 2A",Gramercy,2700,1 BD,1 BA,Manhattan
"452 West 36th Street, Unit 2RW",Hudson Yards,2495,1 BD,1 BA,Manhattan
"3151 Broadway, Unit 1A",Morningside Heights,2650,2 BD,1 BA,Manhattan
"380 Broome Street, Unit 11",NoLita,3995,2 BD,1 BA,Manhattan
"12 Perry, Unit 3A",West Village,3995,1 BD,1 BA,Manhattan
"12 Perry Street, Unit 3A",West Village,3995,1 BD,1 BA,Manhattan
"548 3rd Avenue, Unit 3",Murray Hill,7800,5 BD,2 BA,Manhattan
"548 3rd Avenue, Unit 3",Murray Hill,7800,5 BD,2 BA,Manhattan
"731 St Nicholas Avenue, Unit 1A",Hamilton Heights,1850,1 BD,1 BA,Manhattan
"10 Rutgers Street, Unit 7V",Lower East Side,5890,1 BD,1 BA,Manhattan
"10 Rutgers Street, Unit 7V",Lower East Side,5399,1 BD,1 BA,Manhattan
"10 Rutgers Street, Unit 4X",Lower East Side,4624,2 BD,1 BA,Manhattan
"10 Rutgers Street, Unit 4X",Lower East Side,4825,2 BD,1 BA,Manhattan
"1272 Amsterdam Avenue, Unit 1D",Morningside Heights,2950,2 BD,1 BA,Manhattan
"1272 Amsterdam Avenue, Unit 1D",Morningside Heights,2950,2 BD,1 BA,Manhattan
"1270 Amsterdam Avenue, Unit 3C",Morningside Heights,3025,2 BD,1 BA,Manhattan
"33 Henry Street, Unit 8",Lower East Side,2704,2 BD,1.5 BA,Manhattan
"110 Madison Street, Unit 15",Lower East Side,2520,2 BD,1 BA,Manhattan
"10 Rutgers Street, Unit 2K",Lower East Side,6469,3 BD,2 BA,Manhattan
"10 Rutgers Street, Unit 2K",Lower East Side,6750,3 BD,2 BA,Manhattan
"249 Broome Street, Unit 1",Lower East Side,2635,Studio,1 BA,Manhattan
"249 Broome Street, Unit 19",Lower East Side,3208,2 BD,1 BA,Manhattan
"201 Allen Street, Unit 4A",Lower East Side,3300,2 BD,1 BA,Manhattan
"10 Rutgers Street, Unit 1B",Lower East Side,8025,3 BD,2 BA,Manhattan
"10 Rutgers Street, Unit 1B",Lower East Side,7691,3 BD,2 BA,Manhattan
"249 Broome Street, Unit 28",Lower East Side,5316,3 BD,1 BA,Manhattan
"95 Christopher Street, Unit 8I",West Village,5800,1 BD,1 BA,Manhattan
"95 Christopher Street, Unit 4K",West Village,3700,Studio,1 BA,Manhattan
"95 Christopher Street, Unit 8E",West Village,3600,Studio,1 BA,Manhattan
435 East 79th Street,Upper East Side,3300,1 BD,1 BA,Manhattan
"435 East 79th Street, Unit 2L",Upper East Side,5325,2 BD,2 BA,Manhattan
"435 East 79th Street, Unit 2G",Upper East Side,4088,1 BD,1 BA,Manhattan
"117 West 13th Street, Unit 5",West Village,2650,Studio,1 BA,Manhattan
"451 East 83rd Street, Unit 17C",Upper East Side,2885,1 BD,1 BA,Manhattan
"47 West 75th Street, Unit 2",Upper West Side,6100,2 BD,2 BA,Manhattan
"303 East 83rd Street, Unit 20B",Upper East Side,6843,2 BD,2 BA,Manhattan
"305 West 50th Street, Unit 3C",Hell's Kitchen,3976,1 BD,1 BA,Manhattan
"245 East 40th Street, Unit 18G",Murray Hill,3209,Studio,1 BA,Manhattan
"160 Riverside Boulevard, Unit 18M",Upper West Side,3479,Studio,1 BA,Manhattan
"35 East 35th Street, Unit 12C",Murray Hill,3500,1 BD,1 BA,Manhattan
"325 5th Avenue, Unit 22H",Midtown South,6850,2 BD,2 BA,Manhattan
"303 West 76th Street, Unit 4A",Upper West Side,2950,1 BD,1 BA,Manhattan
"108 East 97th Street, Unit 2R",Upper East Side,2800,2 BD,1 BA,Manhattan
"18 West 48th Street, Unit 18A",Theater District,5000,1 BD,1.5 BA,Manhattan
"700 Riverside Drive, Unit 5A",Hamilton Heights,3295,2 BD,1 BA,Manhattan
"420 West 42nd Street, Unit 20H",Hudson Yards,3795,1 BD,1 BA,Manhattan
"307 East 44th Street, Unit 1710",Midtown East,3250,1 BD,1 BA,Manhattan
"320 East 42nd Street, Unit 2301",Murray Hill,3000,Studio,1 BA,Manhattan
"303 East 83rd Street, Unit 22G",Upper East Side,5762,2 BD,2 BA,Manhattan
"225 West 146th Street, Unit A",Harlem,2800,3 BD,1 BA,Manhattan
"130 1st Avenue, Unit 2R",East Village,4695,2 BD,2 BA,Manhattan
"130 1st Avenue, Unit 2R",East Village,4695,2 BD,2 BA,Manhattan
"194 East 2nd Street, Unit 3E","Manhattan, NY 10009",5000,2 BD,1 BA,Manhattan
"561 10th Avenue, Unit 35J",Hudson Yards,5729,2 BD,2 BA,Manhattan
"203 West 103rd Street, Unit 2A",Upper West Side,2000,Studio,1 BA,Manhattan
"180 Water Street, Unit 1608N",Financial District,3800,1 BD,1 BA,Manhattan
"153 West 78th Street, Unit 1A",Upper West Side,2390,Studio,1 BA,Manhattan
"515 9th Avenue, Unit 5O",Hudson Yards,3850,1 BD,1 BA,Manhattan
"433 West 21st Street, Unit 3B",Chelsea,3450,Studio,1 BA,Manhattan
"160 Riverside Boulevard, Unit 509",Upper West Side,3579,1 BD,1 BA,Manhattan
"133 West 145th Street, Unit 61",Harlem,2200,2 BD,1 BA,Manhattan
"50 Murray Street, Unit 1218",TriBeCa,5800,1 BD,1 BA,Manhattan
"380 Broome Street, Unit 8",NoLita,4850,3 BD,1 BA,Manhattan
"62-64 Forsyth Street, Unit 11",Lower East Side,3150,2 BD,1 BA,Manhattan
"235 Elizabeth Street, Unit 16",NoLita,5300,3 BD,1 BA,Manhattan
"380 Broome Street, Unit 18",NoLita,3850,2 BD,1 BA,Manhattan
205-235 East 95th Street,Upper East Side,4595,2 BD,1.5 BA,Manhattan
"413 West 48th Street, Unit 1FE",Hell's Kitchen,2600,1 BD,1 BA,Manhattan
"95 Perry Street, Unit 9",West Village,3995,Studio,1 BA,Manhattan
"248 Mott Street, Unit 12",NoLita,3895,1 BD,1 BA,Manhattan
"248 Mott Street, Unit 18",NoLita,3895,1 BD,1 BA,Manhattan
"330 East 35th Street, Unit LW",Murray Hill,3195,1 BD,1 BA,Manhattan
"330 East 35th Street, Unit 44",Murray Hill,3595,2 BD,1 BA,Manhattan
"416 East 13th Street, Unit 1A",East Village,4495,2 BD,1 BA,Manhattan
"620 West 143rd Street, Unit 2A",Hamilton Heights,3100,2 BD,1 BA,Manhattan
"416 West 52nd Street, Unit 504",Hell's Kitchen,5650,2 BD,2 BA,Manhattan
"377 East 33rd Street, Unit 5N",Kips Bay,3498,Studio,1 BA,Manhattan
"155 East 92nd Street, Unit 26",Upper East Side,2395,1 BD,1 BA,Manhattan
"163 East 92nd Street, Unit 6",Upper East Side,2425,1 BD,1 BA,Manhattan
"24 East 97th Street, Unit 8",Upper East Side,3750,3 BD,1 BA,Manhattan
"90 Stanton Street, Unit D4",Lower East Side,2475,1 BD,1 BA,Manhattan
"747 10th Avenue, Unit 38E",Hell's Kitchen,6500,4 BD,1.5 BA,Manhattan
"11 Rivington Street, Unit 7",Lower East Side,2595,1 BD,1 BA,Manhattan
"11 Rivington Street, Unit 7",Lower East Side,2595,1 BD,1 BA,Manhattan
"618 West 164th Street, Unit 2",Washington Heights,2470,2 BD,1 BA,Manhattan
"162 West 80th Street, Unit A",Upper West Side,2100,Studio,1 BA,Manhattan
"155 Attorney Street, Unit 3B",Lower East Side,4062,1 BD,1 BA,Manhattan
"450 West 17th Street, Unit 609",Chelsea,6460,1 BD,1 BA,Manhattan
"71 Broadway, Unit 4A",Financial District,5311,2 BD,2 BA,Manhattan
"71 Broadway, Unit 8L",Financial District,4949,2 BD,2 BA,Manhattan
"536 West 158th Street, Unit 53",Washington Heights,1875,1 BD,1 BA,Manhattan
"56 West 65th Street, Unit 1H",Upper West Side,3675,2 BD,1 BA,Manhattan
"254 East 68th Street, Unit 6C",Upper East Side,5250,1 BD,1.5 BA,Manhattan
"254 East 68th Street, Unit 6C",Upper East Side,5250,1 BD,1.5 BA,Manhattan
"24 East 97th Street, Unit 14",Upper East Side,3675,3 BD,1 BA,Manhattan
"580 Main Street, Unit 112",Roosevelt Island,4400,3 BD,1.5 BA,Manhattan
"429 East 6th Street, Unit C3",East Village,3200,1 BD,1 BA,Manhattan
"429 East 6th Street, Unit C3",East Village,3200,1 BD,1 BA,Manhattan
"1396 Madison Avenue, Unit 12",Upper East Side,3900,3 BD,1 BA,Manhattan
"404 East 66th Street, Unit 5J",Upper East Side,2600,Studio,1 BA,Manhattan
"331 East 5th Street, Unit E4",East Village,2850,1 BD,1 BA,Manhattan
"331 East 5th Street, Unit E4",East Village,2850,1 BD,1 BA,Manhattan
"404 Park Avenue South, Unit 9A",NoMad,14500,2 BD,2.5 BA,Manhattan
"102 West 80th Street, Unit 37",Upper West Side,3650,1 BD,1 BA,Manhattan
"321 West 13th Street, Unit 5A",West Village,7900,2 BD,1 BA,Manhattan
"580 Main Street, Unit 409",Roosevelt Island,3550,2 BD,1 BA,Manhattan
"777 6th Avenue, Unit 25E",Chelsea,4634,1 BD,1 BA,Manhattan
"268 West 136th Street, Unit 5",Harlem,1800,Studio,1 BA,Manhattan
"216 East 84th Street, Unit 4D",Upper East Side,3095,1 BD,1 BA,Manhattan
"341 West 45th Street, Unit 507",Hell's Kitchen,2350,Studio,1 BA,Manhattan
"3612 Broadway, Unit 5C",Hamilton Heights,3650,3 BD,2 BA,Manhattan
"580 Main Street, Unit 129",Roosevelt Island,2650,1 BD,1 BA,Manhattan
"334 East 73rd Street, Unit C2",Upper East Side,2580,1 BD,1 BA,Manhattan
"334 East 73rd Street, Unit C2",Upper East Side,2580,1 BD,1 BA,Manhattan
"341 West 45th Street, Unit 214",Hell's Kitchen,2395,Studio,1 BA,Manhattan
"175 West 87th Street, Unit 19E",Upper West Side,5200,2 BD,1 BA,Manhattan
"175 West 87th Street, Unit 3H",Upper West Side,3900,1 BD,1 BA,Manhattan
"175 West 87th Street, Unit 28F",Upper West Side,4295,1 BD,1 BA,Manhattan
"3688 Broadway, Unit 2",Hamilton Heights,4395,3 BD,2 BA,Manhattan
"419 West 44th Street, Unit 2W",Hell's Kitchen,4000,3 BD,1 BA,Manhattan
"3688 Broadway, Unit 1",Hamilton Heights,5195,3 BD,3 BA,Manhattan
"243 East 2nd Street, Unit 4A",East Village,4200,2 BD,1 BA,Manhattan
"243 East 2nd Street, Unit 4A",East Village,4200,2 BD,1 BA,Manhattan
"244 East 71st Street, Unit 3D",Upper East Side,2295,Studio,1 BA,Manhattan
626 1st Avenue,Murray Hill,8104,2 BD,2 BA,Manhattan
"300 West 55th Street, Unit 16A",Hell's Kitchen,3600,1 BD,1 BA,Manhattan
"318 West 106th Street, Unit 3RW",Upper West Side,2000,Studio,1 BA,Manhattan
"396 Bleecker Street, Unit 4H",West Village,3395,1 BD,1 BA,Manhattan
"190 East 2nd Street, Unit 9","Manhattan, NY 10009",3750,2 BD,1 BA,Manhattan
"330 East 76th Street, Unit 3W",Upper East Side,3300,2 BD,1 BA,Manhattan
"325 West 71st Street, Unit 6E",Upper West Side,2200,Studio,1 BA,Manhattan
626 1st Avenue,Murray Hill,10232,3 BD,2 BA,Manhattan
"45 Carmine, Unit 1A",West Village,4200,2 BD,1 BA,Manhattan
"400 East 89th Street, Unit 8M",Upper East Side,3200,Studio,1 BA,Manhattan
"525 West 28th Street, Unit 158",Chelsea,8045,2 BD,2 BA,Manhattan
"440 West 47th Street, Unit 1H",Hell's Kitchen,5295,3 BD,1 BA,Manhattan
"245 East 40th Street, Unit 28F",Murray Hill,5529,1 BD,1 BA,Manhattan
"245 East 40th Street, Unit 26J",Murray Hill,3172,Studio,1 BA,Manhattan
"140 East 46th Street, Unit 3J",Midtown East,3200,1 BD,1 BA,Manhattan
"201 East 86th Street, Unit 31A",Upper East Side,7000,2 BD,2 BA,Manhattan
"101 East 10th Street, Unit 10A",East Village,7871,2 BD,2 BA,Manhattan
"101 East 10th Street, Unit 10A",East Village,8995,2 BD,2 BA,Manhattan
"420 East 54th Street, Unit 1109",Midtown East,5200,1 BD,2 BA,Manhattan
"420 East 54th Street, Unit 1109",Midtown East,6000,1 BD,2 BA,Manhattan
"319 East 78th Street, Unit 2A",Upper East Side,3500,2 BD,1 BA,Manhattan
"420 East 54th Street, Unit 802",Midtown East,2903,Studio,1 BA,Manhattan
"420 East 54th Street, Unit 802",Midtown East,3350,Studio,1 BA,Manhattan
"99 John Street, Unit 214",Financial District,2695,Studio,1 BA,Manhattan
"420 East 54th Street, Unit 1205",Midtown East,3813,1 BD,1 BA,Manhattan
"420 East 54th Street, Unit 1205",Midtown East,4400,1 BD,1 BA,Manhattan
"199 East 4th Street, Unit GF",East Village,7000,5 BD,2 BA,Manhattan
"420 East 54th Street, Unit 3401",Midtown East,8500,2 BD,2 BA,Manhattan
"420 East 54th Street, Unit 3401",Midtown East,6800,2 BD,2 BA,Manhattan
"420 East 54th Street, Unit 2807",Midtown East,8500,2 BD,2 BA,Manhattan
"420 East 54th Street, Unit 2807",Midtown East,6800,2 BD,2 BA,Manhattan
"420 East 80th Street, Unit 7E",Upper East Side,3195,1 BD,1 BA,Manhattan
420 East 54th Street,Midtown East,16000,3 BD,3 BA,Manhattan
420 East 54th Street,Midtown East,12800,3 BD,3 BA,Manhattan
"500 East 11th Street, Unit 25S",East Village,3600,2 BD,1 BA,Manhattan
"500 East 11th Street, Unit 25S",East Village,3600,2 BD,1 BA,Manhattan
"212 East 14th Street, Unit 1F",East Village,6600,4 BD,2 BA,Manhattan
"212 East 14th Street, Unit 1F",East Village,6600,4 BD,2 BA,Manhattan
284 Mott Street,NoLita,4395,1 BD,1 BA,Manhattan
"636 East 11th Street, Unit 7C",East Village,7800,3 BD,2 BA,Manhattan
"636 East 11th Street, Unit 7C",East Village,7800,3 BD,2 BA,Manhattan
"301 East 21st Street, Unit 4J",Gramercy,5255,2 BD,1 BA,Manhattan
"120 Orchard Street, Unit 2A",Lower East Side,2149,Studio,1 BA,Manhattan
"420 East 80th Street, Unit 1M",Upper East Side,4400,1 BD,1 BA,Manhattan
"11 Stanton Street, Unit 1CA",Lower East Side,2699,1 BD,1 BA,Manhattan
"560 West 170th Street, Unit 2C",Washington Heights,1800,1 BD,1 BA,Manhattan
"226 East 81st Street, Unit 3B",Upper East Side,2495,1 BD,1 BA,Manhattan
"96 5th Avenue, Unit 7K",Flatiron,4925,1 BD,1 BA,Manhattan
"160 East 88th Street, Unit 2K",Upper East Side,4125,1 BD,1 BA,Manhattan
"11 Stanton Street, Unit 3CD",Lower East Side,2799,1 BD,1 BA,Manhattan
"340 East 62nd Street, Unit 17",Upper East Side,2950,2 BD,1 BA,Manhattan
"985 5th Avenue, Unit 4A",Upper East Side,13750,2 BD,2.5 BA,Manhattan
"161 East 88th Street, Unit 1A",Upper East Side,1900,Studio,1 BA,Manhattan
"101 West 12th Street, Unit 2D",West Village,3950,Studio,1 BA,Manhattan
"435 West 46th Street, Unit 4RE",Hell's Kitchen,2295,Studio,1 BA,Manhattan
"15 East 21st Street, Unit 210",Flatiron,4495,2 BD,1 BA,Manhattan
"160 West 97th Street, Unit 4E",Upper West Side,5200,2 BD,1 BA,Manhattan
"233 1st Avenue, Unit 2",East Village,4995,3 BD,1 BA,Manhattan
"1326 Riverside Drive, Unit 31",Washington Heights,3150,3 BD,1 BA,Manhattan
"735 West 172nd Street, Unit A26",Washington Heights,2085,1 BD,1 BA,Manhattan
"623 West 207th Street, Unit 17",Inwood,2300,2 BD,1 BA,Manhattan
"227 Haven Avenue, Unit 4F",Washington Heights,3325,3 BD,1 BA,Manhattan
"64 Hillside Avenue, Unit 3D",Washington Heights,1775,Studio,1 BA,Manhattan
"2 Ellwood Street, Unit 3R",Washington Heights,1750,1 BD,1 BA,Manhattan
"2 Ellwood Street, Unit 5J",Washington Heights,1975,1 BD,1 BA,Manhattan
"234 East 52nd, Unit B",Midtown East,2495,Studio,1 BA,Manhattan
"234 East 52nd Street, Unit B",Midtown East,2495,Studio,1 BA,Manhattan
"333 East 46th Street, Unit 12J",Midtown East,3495,2 BD,1 BA,Manhattan
"335 East 51st Street, Unit LG",Midtown East,2400,Studio,1 BA,Manhattan
"0 East 79th Street, Unit 2D",Manhattan,3250,3 BD,1 BA,Manhattan
"18 East 12th Street, Unit 6D",Greenwich Village,7500,1 BD,1 BA,Manhattan
"206 West 96th Street, Unit 4C",Upper West Side,2300,1 BD,1 BA,Manhattan
"220 East 36th Street, Unit D5",Murray Hill,1900,Studio,1 BA,Manhattan
"336 East 81st Street, Unit 2H",Upper East Side,3095,1 BD,1 BA,Manhattan
"109 East 115th Street, Unit 5C",East Harlem,2716,2 BD,1 BA,Manhattan
"49 West 12th Street, Unit 8C",Greenwich Village,9500,3 BD,3 BA,Manhattan
"400 West 56th Street, Unit 2H",Hell's Kitchen,3995,2 BD,1 BA,Manhattan
"100 West 76th Street, Unit 5S",Upper West Side,8200,3 BD,2 BA,Manhattan
"414 West 44th Street, Unit 1J",Hell's Kitchen,2500,1 BD,1 BA,Manhattan
"100 West 76th Street, Unit 5S",Upper West Side,8200,3 BD,2 BA,Manhattan
"205 West 103rd Street, Unit 5F",Upper West Side,5500,5 BD,2 BA,Manhattan
"222 East 44th Street, Unit 27AA",Midtown East,5445,1 BD,1 BA,Manhattan
"160 West 16th Street, Unit 6A",Chelsea,4100,1 BD,1 BA,Manhattan
"47 West 90th Street, Unit 7",Upper West Side,2300,Studio,1 BA,Manhattan
"243 East 39th Street, Unit 3B",Murray Hill,2200,1 BD,empty Bath,Manhattan
"1 Central Park West, Unit 47D",Upper West Side,18000,3 BD,3.5 BA,Manhattan
"222 East 44th Street, Unit 40H",Midtown East,4685,Studio,1 BA,Manhattan
"411 West 48th Street, Unit 1RW",Hell's Kitchen,3000,1 BD,1 BA,Manhattan
"254 East 68th Street, Unit 6F",Upper East Side,4095,2 BD,1.5 BA,Manhattan
"419 East 57th Street, Unit MW",Midtown East,12500,4 BD,3.5 BA,Manhattan
"47 East 7th Street, Unit B1",East Village,6600,3 BD,2 BA,Manhattan
"20 West Street, Unit 31G",Financial District,2700,Studio,1 BA,Manhattan
"140 West 19th Street, Unit 7A",Chelsea,2780,Studio,1 BA,Manhattan
"451 West 43rd Street, Unit 3W",Hell's Kitchen,3200,2 BD,1 BA,Manhattan
"144 West 46th Street, Unit 5E",Theater District,2900,1 BD,1 BA,Manhattan
"785 West End Avenue, Unit 8E",Upper West Side,3100,1 BD,1 BA,Manhattan
"304 West 30th Street, Unit 17",Chelsea,1490,Studio,1 BA,Manhattan
"301 East 104th Street, Unit 1",East Harlem,2700,2 BD,1 BA,Manhattan
"88 Mulberry Street, Unit 6",Chinatown,6500,4 BD,1 BA,Manhattan
"344 East 65th Street, Unit 3E",Upper East Side,3500,2 BD,1 BA,Manhattan
"304 West 102nd Street, Unit 2C",Upper West Side,3400,2 BD,1 BA,Manhattan
2109 Broadway,Upper West Side,2350,Studio,1 BA,Manhattan
"372 Central Park West, Unit 11T",Upper West Side,2995,1 BD,1 BA,Manhattan
"221 West 78th Street, Unit 3F",Upper West Side,2350,1 BD,1 BA,Manhattan
"435 East 79th Street, Unit 3P",Upper East Side,6100,3 BD,2 BA,Manhattan
"411 West 48th Street, Unit 5RW",Hell's Kitchen,2850,1 BD,1 BA,Manhattan
"304 West 106th Street, Unit 5F",Upper West Side,2800,Studio,1 BA,Manhattan
"235 West 48th Street, Unit 22K",Theater District,5400,1 BD,1 BA,Manhattan
"656 9th Avenue, Unit 2",Hell's Kitchen,4150,3 BD,1 BA,Manhattan
"344 East 65th Street, Unit 4D",Upper East Side,2900,1 BD,1 BA,Manhattan
"251 Central Park West, Unit 10E",Upper West Side,10000,2 BD,2 BA,Manhattan
"320 West 17th Street, Unit 4RW",Chelsea,2700,Studio,1 BA,Manhattan
"478 9th Avenue, Unit 2A",Hudson Yards,6500,3 BD,1 BA,Manhattan
"311 East 105th Street, Unit 54",East Harlem,1850,1 BD,1 BA,Manhattan
"338 East 61st Street, Unit 12",Upper East Side,3000,2 BD,1 BA,Manhattan
"160 Claremont Avenue, Unit 5F",Morningside Heights,2900,2 BD,1 BA,Manhattan
"244 East 90th Street, Unit 4C",Upper East Side,2700,1 BD,1 BA,Manhattan
"230 West 108th Street, Unit 6C",Upper West Side,3890,3 BD,1 BA,Manhattan
"506 West 169th Street, Unit 1",Washington Heights,2300,1 BD,1 BA,Manhattan
"330 East 38th Street, Unit 44P",Murray Hill,4550,1 BD,2 BA,Manhattan
"527 West 110th Street, Unit 31",Morningside Heights,4000,2 BD,1 BA,Manhattan
223 East 89th Street,Upper East Side,2895,1 BD,1 BA,Manhattan
"54 Thompson Street, Unit 6W",SoHo,18000,3 BD,2.5 BA,Manhattan
"409 East 84th Street, Unit 11",Upper East Side,3522,2 BD,1 BA,Manhattan
"222 East 44th Street, Unit 11G",Midtown East,4800,1 BD,1 BA,Manhattan
"400 West 56th Street, Unit 5E",Hell's Kitchen,3695,2 BD,1 BA,Manhattan
"372 Central Park West, Unit 11T",Upper West Side,2995,1 BD,1 BA,Manhattan
"221 West 78th Street, Unit 3F",Upper West Side,2350,1 BD,1 BA,Manhattan
"435 East 79th Street, Unit 3P",Upper East Side,6100,3 BD,2 BA,Manhattan
"411 West 48th Street, Unit 5RW",Hell's Kitchen,2850,1 BD,1 BA,Manhattan
"304 West 106th Street, Unit 5F",Upper West Side,2800,Studio,1 BA,Manhattan
"235 West 48th Street, Unit 22K",Theater District,5400,1 BD,1 BA,Manhattan
"656 9th Avenue, Unit 2",Hell's Kitchen,4150,3 BD,1 BA,Manhattan
"344 East 65th Street, Unit 4D",Upper East Side,2900,1 BD,1 BA,Manhattan
"251 Central Park West, Unit 10E",Upper West Side,10000,2 BD,2 BA,Manhattan
"320 West 17th Street, Unit 4RW",Chelsea,2700,Studio,1 BA,Manhattan
"478 9th Avenue, Unit 2A",Hudson Yards,6500,3 BD,1 BA,Manhattan
"311 East 105th Street, Unit 54",East Harlem,1850,1 BD,1 BA,Manhattan
"338 East 61st Street, Unit 12",Upper East Side,3000,2 BD,1 BA,Manhattan
"160 Claremont Avenue, Unit 5F",Morningside Heights,2900,2 BD,1 BA,Manhattan
"244 East 90th Street, Unit 4C",Upper East Side,2700,1 BD,1 BA,Manhattan
"230 West 108th Street, Unit 6C",Upper West Side,3890,3 BD,1 BA,Manhattan
"506 West 169th Street, Unit 1",Washington Heights,2300,1 BD,1 BA,Manhattan
"330 East 38th Street, Unit 44P",Murray Hill,4550,1 BD,2 BA,Manhattan
"527 West 110th Street, Unit 31",Morningside Heights,4000,2 BD,1 BA,Manhattan
223 East 89th Street,Upper East Side,2895,1 BD,1 BA,Manhattan
"54 Thompson Street, Unit 6W",SoHo,18000,3 BD,2.5 BA,Manhattan
"409 East 84th Street, Unit 11",Upper East Side,3522,2 BD,1 BA,Manhattan
"222 East 44th Street, Unit 11G",Midtown East,4800,1 BD,1 BA,Manhattan
"400 West 56th Street, Unit 5E",Hell's Kitchen,3695,2 BD,1 BA,Manhattan
"502 Park Avenue, Unit 4C",Upper East Side,40000,4 BD,6.5 BA,Manhattan
"39 East 29th Street, Unit 22D",NoMad,6000,1 BD,1 BA,Manhattan
"214 East 84th Street, Unit 3B",Upper East Side,2499,1 BD,1 BA,Manhattan
"2139 3rd Avenue, Unit 5B",East Harlem,2500,1 BD,1 BA,Manhattan
"30 Morningside Drive, Unit 421",Morningside Heights,4770,1 BD,1 BA,Manhattan
"440 West 45th Street, Unit 2E",Hell's Kitchen,3500,2 BD,1 BA,Manhattan
1200 Broadway,NoMad,8500,3 BD,2 BA,Manhattan
"414 West 44th Street, Unit 2H",Hell's Kitchen,2850,1 BD,1 BA,Manhattan
"470 West 24th Street, Unit 11F",Chelsea,2900,Studio,1 BA,Manhattan
