Address,Neighborhood,Price,Beds,Baths,Boro,Agency
"250 West 93rd Street, Unit 5E",Upper West Side,4800,1 Bed,1 Bath,Manhattan,Compass
"70 Pine Street, Unit 2910",Financial District,4525,1 Bed,1 Bath,Manhattan,Compass
"100 Forsyth Street, Unit 6",Lower East Side,3850,2 Beds,1 Bath,Manhattan,Compass
"100 Forsyth, Unit 6",Lower East Side,3850,2 Beds,1 Bath,Manhattan,Compass
"102 Forsyth Street, Unit 12",Lower East Side,3850,2 Beds,1.5 Baths,Manhattan,Compass
"102 Forsyth Street, Unit 12",Lower East Side,3850,2 Beds,1.5 Baths,Manhattan,Compass
"261 Hudson Street, Unit 8M",SoHo,4050,Studio,1 Bath,Manhattan,Compass
"212 Bennett Avenue, Unit 8C",Washington Heights,2390,1 Bed,1 Bath,Manhattan,Compass
"35 East 38th Street, Unit 5B",Murray Hill,3300,2 Beds,1 Bath,Manhattan,Compass
"225 East 82nd Street, Unit 2A",Upper East Side,2343,1 Bed,1 Bath,Manhattan,Compass
"107 Ave A, Unit 4F",East Village,5200,3 Beds,1 Bath,Manhattan,Compass
"413 East 12th, Unit 17",East Village,5995,4 Beds,2 Baths,Manhattan,Compass
"445 East 6th Street, Unit 5",East Village,5200,3 Beds,1 Bath,Manhattan,Compass
"375 Broome Street, Unit 9",Little Italy,6500,5 Beds,2 Baths,Manhattan,Compass
375 South End Avenue,Battery Park City,6135,2 Beds,2 Baths,Manhattan,Compass
"1427 York Avenue, Unit 3D",Upper East Side,2225,1 Bed,1 Bath,Manhattan,Compass
"858 10th Avenue, Unit 3S",Hell's Kitchen,3100,2 Beds,1 Bath,Manhattan,Compass
314 West 58th,Hell's Kitchen,7000,4 Beds,2 Baths,Manhattan,Compass
312 West 58th Street,Hell's Kitchen,7000,4 Beds,2 Baths,Manhattan,Compass
"375 Broome Street, Unit 23",Little Italy,6300,5 Beds,2 Baths,Manhattan,Compass
"801 Amsterdam Avenue, Unit 3C",Upper West Side,3825,1 Bed,1 Bath,Manhattan,Compass
"200 East 33rd Street, Unit 2E",Kips Bay,5995,2 Beds,2 Baths,Manhattan,Compass
"530 2nd Avenue, Unit 5G",Kips Bay,2250,Studio,1 Bath,Manhattan,Compass
"300 Mercer Street, Unit 27F",Greenwich Village,4950,1 Bed,1 Bath,Manhattan,Compass
"196 East 7th, Unit 307",East Village,4695,3 Beds,1 Bath,Manhattan,Compass
"217 West 79th Street, Unit 4A",Upper West Side,2200,Studio,1 Bath,Manhattan,Compass
"340 East 23rd Street, Unit 3I",Gramercy,2900,Studio,1 Bath,Manhattan,Compass
4 East 65th Street,Upper East Side,3500,1 Bed,1 Bath,Manhattan,Compass
4 East 65th Street,Upper East Side,3500,1 Bed,1 Bath,Manhattan,Compass
"303 Broome Street, Unit 18",Lower East Side,4538,3 Beds,1 Bath,Manhattan,Compass
"211 West 53rd Street, Unit 4D",Theater District,2495,Studio,1 Bath,Manhattan,Compass
"241 Central Park West, Unit 5A",Upper West Side,7500,2 Beds,2 Baths,Manhattan,Compass
"241 Central Park West, Unit 5A",Upper West Side,7500,2 Beds,2 Baths,Manhattan,Compass
"50 East 28th Street, Unit 16J",NoMad,6385,1 Bed,1 Bath,Manhattan,Compass
"150 West 140th Street, Unit 4J",Harlem,1650,Studio,1 Bath,Manhattan,Compass
"350 West 47th Street, Unit 1C",Hell's Kitchen,2400,1 Bed,1 Bath,Manhattan,Compass
"350 West 47th Street, Unit 1C",Hell's Kitchen,2400,1 Bed,1 Bath,Manhattan,Compass
"205 East 59th Street, Unit 11C",Upper East Side,13500,3 Beds,3 Baths,Manhattan,Compass
"243 East 81st Street, Unit 6E",Upper East Side,1700,Studio,1 Bath,Manhattan,Compass
"21 West 121st Street, Unit 4A",Harlem,3800,3 Beds,1 Bath,Manhattan,Compass
"220 West 24th Street, Unit 4A",Chelsea,3100,Studio,1 Bath,Manhattan,Compass
"80 North Moore, Unit 35C",TriBeCa,6195,2 Beds,1 Bath,Manhattan,Compass
"110 West 86th Street, Unit 2B",Upper West Side,5500,2 Beds,2 Baths,Manhattan,Compass
"155 West 21st Street, Unit 10E",Chelsea,3995,Studio,1 Bath,Manhattan,Compass
"155 West 21st Street, Unit 8G",Chelsea,4450,Studio,1 Bath,Manhattan,Compass
"605 West 42nd Street, Unit 54V",Hell's Kitchen,5100,1 Bed,1 Bath,Manhattan,Compass
"246 Mott Street, Unit 4",NoLita,4995,2 Beds,1.5 Baths,Manhattan,Compass
"444 West 48th Street, Unit 1F",Hell's Kitchen,2995,Studio,1 Bath,Manhattan,Compass
"750 Columbus Avenue, Unit 10K",Upper West Side,6159,2 Beds,2 Baths,Manhattan,Compass
"245 East 40th Street, Unit 23C",Murray Hill,5579,1 Bed,1 Bath,Manhattan,Compass
"135 West 96th Street, Unit 13C",Upper West Side,4000,1 Bed,1 Bath,Manhattan,Compass
"515 West 52nd Street, Unit 2006N",Hell's Kitchen,4098,1 Bed,1 Bath,Manhattan,Compass
"515 West 52nd Street, Unit 2019J",Hell's Kitchen,3794,1 Bed,1 Bath,Manhattan,Compass
"515 West 52nd Street, Unit 1014P",Hell's Kitchen,3181,Studio,1 Bath,Manhattan,Compass
"7 Cornelia Street, Unit 2B",West Village,3500,2 Beds,1 Bath,Manhattan,Compass
"250 West 50th Street, Unit 11D",Theater District,4318,1 Bed,1 Bath,Manhattan,Compass
"250 West 50th Street, Unit 2F",Theater District,3912,1 Bed,1 Bath,Manhattan,Compass
"250 West 50th Street, Unit 21E",Theater District,3928,1 Bed,1 Bath,Manhattan,Compass
"303 10th Avenue, Unit 8C",Chelsea,4795,1 Bed,1 Bath,Manhattan,Compass
"245 East 124th Street, Unit 7B",East Harlem,2320,Studio,1 Bath,Manhattan,Compass
"600 Washington Street, Unit 414",West Village,3521,Studio,1 Bath,Manhattan,Compass
"2528 7th Avenue, Unit 9",Harlem,2100,2 Beds,1 Bath,Manhattan,Compass
"160 West 62nd Street, Unit 43E",Upper West Side,5862,1 Bed,1 Bath,Manhattan,Compass
"160 West 62nd Street, Unit 16C",Upper West Side,4995,1 Bed,1 Bath,Manhattan,Compass
"45 West 60th Street, Unit 26C",Upper West Side,4695,1 Bed,1 Bath,Manhattan,Compass
"80 North Moore, Unit 35C",TriBeCa,6195,2 Beds,1 Bath,Manhattan,Compass
"110 West 86th Street, Unit 2B",Upper West Side,5500,2 Beds,2 Baths,Manhattan,Compass
"155 West 21st Street, Unit 10E",Chelsea,3995,Studio,1 Bath,Manhattan,Compass
"155 West 21st Street, Unit 8G",Chelsea,4450,Studio,1 Bath,Manhattan,Compass
"605 West 42nd Street, Unit 54V",Hell's Kitchen,5100,1 Bed,1 Bath,Manhattan,Compass
"246 Mott Street, Unit 4",NoLita,4995,2 Beds,1.5 Baths,Manhattan,Compass
"444 West 48th Street, Unit 1F",Hell's Kitchen,2995,Studio,1 Bath,Manhattan,Compass
"750 Columbus Avenue, Unit 10K",Upper West Side,6159,2 Beds,2 Baths,Manhattan,Compass
"245 East 40th Street, Unit 23C",Murray Hill,5579,1 Bed,1 Bath,Manhattan,Compass
"135 West 96th Street, Unit 13C",Upper West Side,4000,1 Bed,1 Bath,Manhattan,Compass
"515 West 52nd Street, Unit 2006N",Hell's Kitchen,4098,1 Bed,1 Bath,Manhattan,Compass
"515 West 52nd Street, Unit 2019J",Hell's Kitchen,3794,1 Bed,1 Bath,Manhattan,Compass
"515 West 52nd Street, Unit 1014P",Hell's Kitchen,3181,Studio,1 Bath,Manhattan,Compass
"7 Cornelia Street, Unit 2B",West Village,3500,2 Beds,1 Bath,Manhattan,Compass
"250 West 50th Street, Unit 11D",Theater District,4318,1 Bed,1 Bath,Manhattan,Compass
"250 West 50th Street, Unit 2F",Theater District,3912,1 Bed,1 Bath,Manhattan,Compass
"250 West 50th Street, Unit 21E",Theater District,3928,1 Bed,1 Bath,Manhattan,Compass
"303 10th Avenue, Unit 8C",Chelsea,4795,1 Bed,1 Bath,Manhattan,Compass
"245 East 124th Street, Unit 7B",East Harlem,2320,Studio,1 Bath,Manhattan,Compass
"600 Washington Street, Unit 414",West Village,3521,Studio,1 Bath,Manhattan,Compass
"2528 7th Avenue, Unit 9",Harlem,2100,2 Beds,1 Bath,Manhattan,Compass
"160 West 62nd Street, Unit 43E",Upper West Side,5862,1 Bed,1 Bath,Manhattan,Compass
"160 West 62nd Street, Unit 16C",Upper West Side,4995,1 Bed,1 Bath,Manhattan,Compass
"45 West 60th Street, Unit 26C",Upper West Side,4695,1 Bed,1 Bath,Manhattan,Compass
"254 Broome Street, Unit 5A",Lower East Side,4492,3 Beds,1 Bath,Manhattan,Compass
"112 West 121st Street, Unit 8",Harlem,2295,1 Bed,1 Bath,Manhattan,Compass
"259 Bleecker Street, Unit 21",West Village,3795,2 Beds,1 Bath,Manhattan,Compass
"439 East 84th Street, Unit 5B",Upper East Side,2500,1 Bed,1 Bath,Manhattan,Compass
"37-a Bedford Street, Unit 21",West Village,3695,2 Beds,1 Bath,Manhattan,Compass
"75 Leonard Street, Unit 3NE",TriBeCa,3600,Studio,1 Bath,Manhattan,Compass
"123 East 54th Street, Unit 8H",Midtown East,4795,3 Beds,1 Bath,Manhattan,Compass
"123 East 54th Street, Unit 2H",Midtown East,3995,3 Beds,2 Baths,Manhattan,Compass
"30 East 37th Street, Unit 4K",Murray Hill,3650,1 Bed,1 Bath,Manhattan,Compass
"452 West 47th Street, Unit 2C",Hell's Kitchen,2800,1 Bed,1 Bath,Manhattan,Compass
"26 Washington Square North, Unit 5",Greenwich Village,12000,3 Beds,2 Baths,Manhattan,Compass
"252 South St Viaduct, Unit 50N",Lower East Side,4750,1 Bed,1 Bath,Manhattan,Compass
"124 Ludlow Street, Unit 3C",Lower East Side,2900,1 Bed,1 Bath,Manhattan,Compass
"124 Ludlow Street, Unit 3C",Lower East Side,2900,1 Bed,1 Bath,Manhattan,Compass
"310 East 53rd Street, Unit 10B",Midtown East,12000,3 Beds,3 Baths,Manhattan,Compass
"88 Horatio Street, Unit 1C",West Village,3500,Studio,1 Bath,Manhattan,Compass
"404 West 145th Street, Unit 1B",Hamilton Heights,2950,Studio,1 Bath,Manhattan,Compass
"24 Ave A, Unit 4D",East Village,4795,3 Beds,1 Bath,Manhattan,Compass
"229 West 60th Street, Unit 8S",Upper West Side,4350,1 Bed,2 Baths,Manhattan,Compass
"412 East 9th Street, Unit 4",East Village,3450,2 Beds,1 Bath,Manhattan,Compass
"222 East 75th Street, Unit 1C",Upper East Side,2750,1 Bed,1 Bath,Manhattan,Compass
"153 Ludlow Street, Unit 12",Lower East Side,3375,1 Bed,1 Bath,Manhattan,Compass
324 West 47th Street,Hell's Kitchen,5500,Studio,1 Bath,Manhattan,Compass
156 East 82nd Street,Upper East Side,15000,4 Beds,2.5 Baths,Manhattan,Compass
"355 East 4th Street, Unit 5A",East Village,3400,3 Beds,1 Bath,Manhattan,Compass
"509 East 77th Street, Unit 1N",Upper East Side,2800,1 Bed,1 Bath,Manhattan,Compass
"327 East 93rd Street, Unit 5E",Upper East Side,3400,2 Beds,1 Bath,Manhattan,Compass
"38 West 85th Street, Unit 4R",Upper West Side,2495,1 Bed,1 Bath,Manhattan,Compass
"462 West 58th Street, Unit 4F",Hell's Kitchen,3600,1 Bed,1 Bath,Manhattan,Compass
"214 Riverside Drive, Unit 114",Upper West Side,2800,1 Bed,1 Bath,Manhattan,Compass
"165 Duane Street, Unit 6B",TriBeCa,7250,2 Beds,1 Bath,Manhattan,Compass
"404 West 145th Street, Unit 3",Hamilton Heights,2995,2 Beds,1.5 Baths,Manhattan,Compass
"188 East 75th Street, Unit 1B",Upper East Side,1950,Studio,1 Bath,Manhattan,Compass
"1225 Park Avenue, Unit 7D",Upper East Side,6495,2 Beds,2 Baths,Manhattan,Compass
"166 East 34th Street, Unit 211",Kips Bay,3895,1 Bed,1 Bath,Manhattan,Compass
"63 Carmine Street, Unit 2A",West Village,3300,2 Beds,1.5 Baths,Manhattan,Compass
"16 West 19th Street, Unit 10D",Flatiron,3750,Studio,1 Bath,Manhattan,Compass
49 West 94th Street,Upper West Side,7500,3 Beds,3 Baths,Manhattan,Compass
"170 West 81st Street, Unit 4A",Upper West Side,4750,2 Beds,1 Bath,Manhattan,Compass
"210 East 11th Street, Unit 2",East Village,2750,Studio,1 Bath,Manhattan,Compass
"315 West 33rd Street, Unit 27H",Hudson Yards,4246,1 Bed,1 Bath,Manhattan,Compass
"229 West 60th Street, Unit 19M",Upper West Side,3795,1 Bed,1 Bath,Manhattan,Compass
"315 West 33rd Street, Unit 25J",Hudson Yards,6000,2 Beds,2 Baths,Manhattan,Compass
"30 Park Place, Unit 45B",TriBeCa,13950,2 Beds,2 Baths,Manhattan,Compass
"310 West 22nd Street, Unit 3C",Chelsea,2675,Studio,1 Bath,Manhattan,Compass
"235 East 21st Street, Unit 18",Gramercy,4750,3 Beds,1 Bath,Manhattan,Compass
"591 3rd Avenue, Unit 12A",Murray Hill,7200,2 Beds,2 Baths,Manhattan,Compass
"340 East 93rd Street, Unit 4E",Upper East Side,3100,1 Bed,1 Bath,Manhattan,Compass
"155 East 38th Street, Unit 15F",Murray Hill,2595,1 Bed,1 Bath,Manhattan,Compass
"80 East 10th Street, Unit 4E",Greenwich Village,7950,1 Bed,1.5 Baths,Manhattan,Compass
"20 West Street, Unit 15F",Financial District,3495,1 Bed,1 Bath,Manhattan,Compass
"235 East 40th Street, Unit 16G",Murray Hill,4150,1 Bed,1.5 Baths,Manhattan,Compass
"236 East 5th Street, Unit F4",East Village,4995,2 Beds,1 Bath,Manhattan,Compass
"440 West 41st Street, Unit 9",Hudson Yards,2600,Studio,1 Bath,Manhattan,Compass
"259 West 132nd Street, Unit 2",Harlem,2600,1 Bed,1 Bath,Manhattan,Compass
"470 West 141st Street, Unit 1B",Hamilton Heights,2338,1 Bed,1 Bath,Manhattan,Compass
"166 East 34th Street, Unit 208",Kips Bay,3895,1 Bed,1 Bath,Manhattan,Compass
"400 5th Avenue, Unit 45A",Midtown South,5200,1 Bed,1.5 Baths,Manhattan,Compass
"400 East 67th Street, Unit 22B",Upper East Side,11000,3 Beds,3 Baths,Manhattan,Compass
"307 East 85th Street, Unit 5F",Upper East Side,2200,1 Bed,1 Bath,Manhattan,Compass
"210 East 11th Street, Unit 3",East Village,6995,2 Beds,1.5 Baths,Manhattan,Compass
"145 East 74th Street, Unit 5A",Upper East Side,10500,2 Beds,3 Baths,Manhattan,Compass
"250 West 93rd Street, Unit 5E",Upper West Side,4800,1 Bed,1 Bath,Manhattan,Compass
"160 West 16th Street, Unit 4I",Chelsea,4500,1 Bed,1 Bath,Manhattan,Compass
218 East 61st Street,Upper East Side,8995,3 Beds,2 Baths,Manhattan,Compass
"440 West 41st Street, Unit 11",Hudson Yards,3500,1 Bed,1 Bath,Manhattan,Compass
"77 West 15th Street, Unit 503",Flatiron,3050,Studio,1 Bath,Manhattan,Compass
"14 West 76th Street, Unit 4RW",Upper West Side,2300,Studio,1 Bath,Manhattan,Compass
"737 Park Avenue, Unit 8A",Upper East Side,30000,3 Beds,4 Baths,Manhattan,Compass
"350 West 18th Street, Unit 6B",Chelsea,4400,2 Beds,1 Bath,Manhattan,Compass
"325 5th Avenue, Unit 33F",Midtown South,6800,2 Beds,2 Baths,Manhattan,Compass
"1614 2nd Avenue, Unit 4C",Upper East Side,2350,1 Bed,1 Bath,Manhattan,Compass
"224 East 18th Street, Unit 3A",Gramercy,3000,1 Bed,1 Bath,Manhattan,Compass
"161 West 105th Street, Unit 1ER",Upper West Side,2500,2 Beds,1 Bath,Manhattan,Compass
"310 Lexington Avenue, Unit 6E",Murray Hill,3000,1 Bed,1 Bath,Manhattan,Compass
"191 Orchard Street, Unit 2C",Lower East Side,3895,2 Beds,1 Bath,Manhattan,Compass
"301 East 45th Street, Unit 15B",Midtown East,3850,2 Beds,1 Bath,Manhattan,Compass
"264 West 22nd Street, Unit 8",Chelsea,2625,1 Bed,1 Bath,Manhattan,Compass
"99 John Street, Unit 1123",Financial District,2900,Studio,1 Bath,Manhattan,Compass
"317 East 93rd Street, Unit 7",Upper East Side,2995,2 Beds,1 Bath,Manhattan,Compass
"229 East 25th Street, Unit 3A",Kips Bay,2475,1 Bed,1 Bath,Manhattan,Compass
"1792 Amsterdam Avenue, Unit 5WW",Hamilton Heights,2999,3 Beds,1 Bath,Manhattan,Compass
"1792 Amsterdam Avenue, Unit 5WW",Hamilton Heights,2999,3 Beds,1 Bath,Manhattan,Compass
"173 Ludlow Street, Unit 4C",Lower East Side,2725,1 Bed,1 Bath,Manhattan,Compass
"125 West 31st Street, Unit PHF",Midtown South,10083,3 Beds,2 Baths,Manhattan,Compass
"323 East 51st Street, Unit 1",Midtown East,7800,3 Beds,2.5 Baths,Manhattan,Compass
"49 East 34th Street, Unit 30A",Murray Hill,6195,2 Beds,2 Baths,Manhattan,Compass
"520 East 11th Street, Unit 18",East Village,3290,1 Bed,1 Bath,Manhattan,Compass
"520 East 11th Street, Unit 6",East Village,3790,2 Beds,1 Bath,Manhattan,Compass
"520 East 11th Street, Unit 5",East Village,2590,1 Bed,1 Bath,Manhattan,Compass
"520 East 11th Street, Unit 2",East Village,5290,3 Beds,1.5 Baths,Manhattan,Compass
"115 West 104th Street, Unit 5",Upper West Side,5050,4 Beds,2 Baths,Manhattan,Compass
"1295 5th Avenue, Unit 15G",East Harlem,3400,2 Beds,1 Bath,Manhattan,Compass
"8 West 76th Street, Unit 2B",Upper West Side,2600,Studio,1 Bath,Manhattan,Compass
"313 East 95th Street, Unit 24",Upper East Side,2000,1 Bed,1 Bath,Manhattan,Compass
"160 Riverside Boulevard, Unit 35B",Upper West Side,7835,2 Beds,2 Baths,Manhattan,Compass
"160 Riverside Boulevard, Unit 12A",Upper West Side,4249,1 Bed,3 Baths,Manhattan,Compass
"103 West 118th Street, Unit 1A",Harlem,2400,1 Bed,1 Bath,Manhattan,Compass
"940 St Nicholas Avenue, Unit 1G",Washington Heights,2300,2 Beds,1 Bath,Manhattan,Compass
"377 East 33rd Street, Unit 14GH",Kips Bay,8242,3 Beds,2.5 Baths,Manhattan,Compass
"1428 Lexington Avenue, Unit 3C",Upper East Side,3850,2 Beds,1 Bath,Manhattan,Compass
"123 East 54th Street, Unit 8H",Midtown East,4795,3 Beds,1 Bath,Manhattan,Compass
"123 East 54th Street, Unit 8H",Midtown East,4795,3 Beds,1 Bath,Manhattan,Compass
"377 East 33rd Street, Unit 7F",Kips Bay,3450,1 Bed,1 Bath,Manhattan,Compass
"123 East 54th Street, Unit 2H",Midtown East,3995,2 Beds,1 Bath,Manhattan,Compass
"123 East 54th Street, Unit 2H",Midtown East,3995,2 Beds,1 Bath,Manhattan,Compass
"952 5th Avenue, Unit 5",Upper East Side,4100,1 Bed,1 Bath,Manhattan,Compass
"952 5th Avenue, Unit 5",Upper East Side,4100,1 Bed,1 Bath,Manhattan,Compass
"420 East 80th Street, Unit 8C",Upper East Side,2825,Studio,1 Bath,Manhattan,Compass
"220 Sullivan Street, Unit 5A",Greenwich Village,4195,1 Bed,1 Bath,Manhattan,Compass
"440 West 47th Street, Unit 4G",Hell's Kitchen,5220,3 Beds,1 Bath,Manhattan,Compass
"176 East 3rd Street, Unit 4C",East Village,4295,2 Beds,1 Bath,Manhattan,Compass
"185 Ave C, Unit 3C",East Village,2925,1 Bed,1 Bath,Manhattan,Compass
"738 East 6th Street, Unit 3B",East Village,6395,4 Beds,2 Baths,Manhattan,Compass
"415 East 87th Street, Unit 5C",Upper East Side,2395,1 Bed,1 Bath,Manhattan,Compass
"1 Convent Avenue, Unit 32",Morningside Heights,3650,3 Beds,1 Bath,Manhattan,Compass
"314 West 58th, Unit 1AB",Hell's Kitchen,5950,3 Beds,2 Baths,Manhattan,Compass
"312 West 58th Street, Unit 1AB",Hell's Kitchen,5950,3 Beds,2 Baths,Manhattan,Compass
"89 Bleecker Street, Unit 1F",Greenwich Village,3795,2 Beds,1 Bath,Manhattan,Compass
"245 East 40th Street, Unit 34B",Murray Hill,5451,1 Bed,1 Bath,Manhattan,Compass
"62 West 62nd Street, Unit 10F",Upper West Side,3500,1 Bed,1 Bath,Manhattan,Compass
"402 East 78th Street, Unit 12A",Upper East Side,2295,1 Bed,1 Bath,Manhattan,Compass
"2649 8th Avenue, Unit 2C",Harlem,2100,1 Bed,1 Bath,Manhattan,Compass
"2649 8th Avenue, Unit 2C",Harlem,2100,1 Bed,1 Bath,Manhattan,Compass
"945 St Nicholas Avenue, Unit 1D",Washington Heights,3750,4 Beds,1.5 Baths,Manhattan,Compass
"945 St Nicholas Avenue, Unit 1D",Washington Heights,3750,4 Beds,1.5 Baths,Manhattan,Compass
"322 West 57th Street, Unit 29L",Hell's Kitchen,3500,Studio,1 Bath,Manhattan,Compass
"209 West 135th Street, Unit 4F",Harlem,3800,4 Beds,1 Bath,Manhattan,Compass
"159 West 118th Street, Unit 4G",Harlem,4000,2 Beds,2 Baths,Manhattan,Compass
"325 5th Avenue, Unit 31F",Midtown South,6300,2 Beds,2 Baths,Manhattan,Compass
"63 Ave D, Unit 1C",East Village,2264,2 Beds,1 Bath,Manhattan,Compass
"63 Ave D, Unit 1C",East Village,2264,2 Beds,1 Bath,Manhattan,Compass
"245 East 40th Street, Unit 21H",Murray Hill,7503,2 Beds,2 Baths,Manhattan,Compass
"100 East 53rd Street, Unit 28B",Midtown East,11500,1 Bed,1.5 Baths,Manhattan,Compass
"422 East 102nd Street, Unit 3L",East Harlem,3895,3 Beds,1.5 Baths,Manhattan,Compass
"121 East 82nd Street, Unit 10",Upper East Side,2595,1 Bed,1 Bath,Manhattan,Compass
"515 9th Avenue, Unit 11B",Hudson Yards,3987,1 Bed,1 Bath,Manhattan,Compass
"293 Central Park West, Unit PHS",Upper West Side,4700,2 Beds,1 Bath,Manhattan,Compass
"423 East 83rd Street, Unit 2B",Upper East Side,2175,Studio,1 Bath,Manhattan,Compass
"423 East 83rd, Unit 2B",Upper East Side,2175,Studio,1 Bath,Manhattan,Compass
"515 9th Avenue, Unit 10H",Hudson Yards,5545,2 Beds,2 Baths,Manhattan,Compass
"422 East 102nd Street, Unit 11U",East Harlem,2550,1 Bed,1 Bath,Manhattan,Compass
"166 West 72nd Street, Unit 4D",Upper West Side,3850,1 Bed,1 Bath,Manhattan,Compass
"145 East 16th Street, Unit 6EE",Gramercy,7700,2 Beds,2 Baths,Manhattan,Compass
"11 East 1st Street, Unit 1720",East Village,5808,1 Bed,1 Bath,Manhattan,Compass
"11 East 1st Street, Unit 1420",East Village,5822,1 Bed,1 Bath,Manhattan,Compass
"11 East 1st Street, Unit 1522",East Village,7070,2 Beds,2 Baths,Manhattan,Compass
11 East 1st Street,East Village,7125,2 Beds,2 Baths,Manhattan,Compass
"945 St Nicholas Avenue, Unit 1D",Washington Heights,3750,4 Beds,1.5 Baths,Manhattan,Compass
"405 East 56th Street, Unit 3L",Midtown East,5500,3 Beds,2 Baths,Manhattan,Compass
"422 East 102nd Street, Unit 6K",East Harlem,3195,2 Beds,1 Bath,Manhattan,Compass
"96 5th Avenue, Unit 10D",Flatiron,4925,1 Bed,1 Bath,Manhattan,Compass
"2054 7th Avenue, Unit 3B",Harlem,2700,2 Beds,1 Bath,Manhattan,Compass
"854 West 180th Street, Unit 2C",Washington Heights,4400,4 Beds,2 Baths,Manhattan,Compass
"13 St Marks Place, Unit 7F",East Village,3750,2 Beds,1 Bath,Manhattan,Compass
"159 East 92nd Street, Unit 7",Upper East Side,3995,3 Beds,1 Bath,Manhattan,Compass
"420 East 54th Street, Unit 3108",Midtown East,10000,3 Beds,2.5 Baths,Manhattan,Compass
"420 East 54th Street, Unit 3108",Midtown East,12500,3 Beds,2.5 Baths,Manhattan,Compass
"440 West 47th Street, Unit 3E",Hell's Kitchen,3715,2 Beds,1 Bath,Manhattan,Compass
"163 East 92nd Street, Unit 28",Upper East Side,4195,3 Beds,1 Bath,Manhattan,Compass
"265 East 78th Street, Unit 2C",Upper East Side,2350,1 Bed,1 Bath,Manhattan,Compass
"270 West 19th Street, Unit 6B",Chelsea,6707,1 Bed,2 Baths,Manhattan,Compass
"120 West 105th Street, Unit 2J",Upper West Side,5500,4 Beds,1.5 Baths,Manhattan,Compass
"155 East 92nd Street, Unit 15",Upper East Side,3295,2 Beds,1 Bath,Manhattan,Compass
"177 Front Street, Unit 1605",Financial District,3325,Studio,1 Bath,Manhattan,Compass
"60 West 66th Street, Unit 5H",Upper West Side,4325,1 Bed,1 Bath,Manhattan,Compass
"145 East 16th Street, Unit 6EE",Gramercy,7700,2 Beds,2 Baths,Manhattan,Compass
"11 East 1st Street, Unit 1720",East Village,5808,1 Bed,1 Bath,Manhattan,Compass
"11 East 1st Street, Unit 1420",East Village,5822,1 Bed,1 Bath,Manhattan,Compass
