Address,Neighborhood,Price,Beds,Baths,Boro,Agency
West 15th Street,Hudson Yards,4198,Studio,1 Bath,Manhattan,Corcoran
"254 Park Avenue South, Apt. 6B",Gramercy,5500,1 Bed,2 Baths,Manhattan,Corcoran
"200 Riverside Boulevard, Apt. 14H",Upper West Side,3800,1 Bed,1 Bath,Manhattan,Corcoran
West 17th Street,Chelsea,9500,2 Beds,2 Baths,Manhattan,Corcoran
West 17th Street,Hudson Yards,9500,2 Beds,2 Baths,Manhattan,Corcoran
Central Park West,Upper West Side,39500,4 Beds,4 Baths,Manhattan,Corcoran
"111 Wooster Street, Apt. 5D",Soho,14500,3 Beds,2 Baths,Manhattan,Corcoran
"111 Wooster Street, Apt. 5D",Nolita,14500,3 Beds,2 Baths,Manhattan,Corcoran
"41 West 24th Street, Apt. 6-R",Flatiron,7200,3 Beds,2 Baths,Manhattan,Corcoran
"5 Tudor City Place, Apt. 1801",Murray Hill,3450,1 Bed,1 Bath,Manhattan,Corcoran
"16 East 77th Street, Apt. 3",Upper East Side,12775,2 Beds,2 Baths,Manhattan,Corcoran
"209 East 10th Street, Apt. SIX",East Village,3600,2 Beds,1 Bath,Manhattan,Corcoran
"437 West 46th Street, Apt. 2FE",Clinton,2795,1 Bed,1 Bath,Manhattan,Corcoran
West 82nd Street,Upper West Side,11750,3 Beds,2 Baths,Manhattan,Corcoran
"718 West 178th Street, Apt. 4",Washington Heights,2450,2 Beds,1 Bath,Manhattan,Corcoran
"932 Amsterdam Avenue, Apt. 5-S",Upper West Side,3850,3 Beds,1 Bath,Manhattan,Corcoran
"55 Walker Street, Apt. 4A",Tribeca,7995,2 Beds,2 Baths,Manhattan,Corcoran
"309 West 30th Street, Apt. 2B",Chelsea,3069,1 Bed,1 Bath,Manhattan,Corcoran
"309 West 30th Street, Apt. 2B",Hudson Yards,3069,1 Bed,1 Bath,Manhattan,Corcoran
"309 West 30th Street, Apt. 7B",Chelsea,3140,1 Bed,1 Bath,Manhattan,Corcoran
"309 West 30th Street, Apt. 7B",Hudson Yards,3140,1 Bed,1 Bath,Manhattan,Corcoran
"23 East 74th Street, Apt. 15B",Upper East Side,4200,1 Bed,1 Bath,Manhattan,Corcoran
"20 West Street, Apt. 37C",Financial District,2750,Studio,1 Bath,Manhattan,Corcoran
"1399 Park Avenue, Apt. 8A",East Harlem,4600,2 Beds,2 Baths,Manhattan,Corcoran
"1399 Park Avenue, Apt. 7B",East Harlem,4995,2 Beds,2 Baths,Manhattan,Corcoran
"4 West 21st Street, Apt. 14A",Flatiron,9500,2 Beds,2 Baths,Manhattan,Corcoran
"520 East 11th Street, Apt. 20D",East Village,3150,1 Bed,1 Bath,Manhattan,Corcoran
East 70th Street,Upper East Side,2600,1 Bed,1 Bath,Manhattan,Corcoran
"350 East 52nd Street, Apt. 10A",Sutton Area,2600,1 Bed,1 Bath,Manhattan,Corcoran
"2373 Broadway, Apt. 1928",Upper West Side,7325,2 Beds,2 Baths,Manhattan,Corcoran
"350 West 57th Street, Apt. 3H",Midtown West,2850,Studio,1 Bath,Manhattan,Corcoran
West 68th Street,Upper West Side,4850,2 Beds,1 Bath,Manhattan,Corcoran
"555 10TH Avenue, Apt. 54I",Midtown West,6295,1 Bed,1 Bath,Manhattan,Corcoran
"120 West 21st Street, Apt. 503",Chelsea,5690,1 Bed,1 Bath,Manhattan,Corcoran
"120 West 21st Street, Apt. 503",Hudson Yards,5690,1 Bed,1 Bath,Manhattan,Corcoran
"123 Washington Street, Apt. 27B",Financial District,5750,1 Bed,1 Bath,Manhattan,Corcoran
East 54th Street,Midtown East,2600,Studio,1 Bath,Manhattan,Corcoran
"245 West 25th Street, Apt. 2F",Chelsea,5355,1 Bed,2 Baths,Manhattan,Corcoran
"245 West 25th Street, Apt. 2F",Hudson Yards,5355,1 Bed,2 Baths,Manhattan,Corcoran
East 38th Street,Murray Hill,4700,2 Beds,2 Baths,Manhattan,Corcoran
"75 Leonard Street, Apt. 4NW",Tribeca,4900,1 Bed,1 Bath,Manhattan,Corcoran
West 108th Street,Upper West Side,3300,2 Beds,1 Bath,Manhattan,Corcoran
"220 Waverly Place, Apt. 3",West Village,5995,3 Beds,1 Bath,Manhattan,Corcoran
Riverside Boulevard,Upper West Side,5400,2 Beds,2 Baths,Manhattan,Corcoran
"346 East 20th Street, Apt. 3",Gramercy,3395,2 Beds,1 Bath,Manhattan,Corcoran
"337 East 77th Street, Apt. BB",Upper East Side,2200,Studio,1 Bath,Manhattan,Corcoran
West 12th Street,West Village,12250,2 Beds,2 Baths,Manhattan,Corcoran
"1735 York Avenue, Apt. 7H",Upper East Side,3985,1 Bed,1 Bath,Manhattan,Corcoran
"202 Mott Street, Apt. 32",Soho,2795,1 Bed,1 Bath,Manhattan,Corcoran
"202 Mott Street, Apt. 32",Nolita,2795,1 Bed,1 Bath,Manhattan,Corcoran
"230 Thompson Street, Apt. 21",Greenwich Village,4000,2 Beds,1 Bath,Manhattan,Corcoran
Seventh Avenue,Chelsea,7900,2 Beds,2 Baths,Manhattan,Corcoran
Seventh Avenue,Hudson Yards,7900,2 Beds,2 Baths,Manhattan,Corcoran
Third Avenue,Murray Hill,6500,4 Beds,2 Baths,Manhattan,Corcoran
"33 Saint Marks Place, Apt. Carria...",East Village,7800,2 Beds,1 Bath,Manhattan,Corcoran
"92 Grove Street, Apt. 56",West Village,3600,1 Bed,1 Bath,Manhattan,Corcoran
Sullivan Street,Soho,2350,Studio,1 Bath,Manhattan,Corcoran
Sullivan Street,Nolita,2350,Studio,1 Bath,Manhattan,Corcoran
"340 West 49th Street, Apt. 1RW",Midtown West,3529,2 Beds,1 Bath,Manhattan,Corcoran
Fifth Avenue,Midtown West,10000,2 Beds,2 Baths,Manhattan,Corcoran
"304 East 65th Street, Apt. 35A",Upper East Side,4200,1 Bed,1 Bath,Manhattan,Corcoran
"100 West 39th Street, Apt. 42J",Midtown West,3300,1 Bed,1 Bath,Manhattan,Corcoran
"333 East 43rd Street, Apt. 1014",Midtown East,3400,1 Bed,1 Bath,Manhattan,Corcoran
"5 West 91st Street, Apt. 1A",Upper West Side,4650,2 Beds,1 Bath,Manhattan,Corcoran
West 23rd Street,Chelsea,5900,2 Beds,2 Baths,Manhattan,Corcoran
West 23rd Street,Hudson Yards,5900,2 Beds,2 Baths,Manhattan,Corcoran
"330 East 75th Street, Apt. 17A",Upper East Side,8500,3 Beds,3 Baths,Manhattan,Corcoran
"230 Riverside Drive, Apt. 9B",Upper West Side,3500,1 Bed,1 Bath,Manhattan,Corcoran
"40 West 116th Street, Apt. B904",Harlem,4500,2 Beds,2 Baths,Manhattan,Corcoran
Greene Street,Soho,5800,1 Bed,1 Bath,Manhattan,Corcoran
Greene Street,Nolita,5800,1 Bed,1 Bath,Manhattan,Corcoran
"242 West 53rd Street, Apt. 26J",Midtown West,5295,1 Bed,1 Bath,Manhattan,Corcoran
"242 West 53rd Street, Apt. 28H",Midtown West,4195,1 Bed,1 Bath,Manhattan,Corcoran
"95 Lexington Avenue, Apt. 3H",Murray Hill,3700,1 Bed,1 Bath,Manhattan,Corcoran
"211 West 56th Street, Apt. 14M",Midtown West,3525,1 Bed,1 Bath,Manhattan,Corcoran
"339 West 19th Street, Apt. E",Chelsea,4850,2 Beds,1 Bath,Manhattan,Corcoran
"339 West 19th Street, Apt. E",Hudson Yards,4850,2 Beds,1 Bath,Manhattan,Corcoran
"360 East 55th Street, Apt. 6-H",Sutton Area,3595,1 Bed,1 Bath,Manhattan,Corcoran
"601 West 190th Street, Apt. 44",Washington Heights,1850,1 Bed,1 Bath,Manhattan,Corcoran
"360 East 55th Street, Apt. 6-H",Sutton Area,3595,1 Bed,1 Bath,Manhattan,Corcoran
"160 Central Park South, Apt. 1250",Central Park South,14500,2 Beds,2 Baths,Manhattan,Corcoran
"161 West 16th Street, Apt. 11D",Chelsea,3300,Studio,1 Bath,Manhattan,Corcoran
"161 West 16th Street, Apt. 11D",Hudson Yards,3300,Studio,1 Bath,Manhattan,Corcoran
East 23rd Street,Gramercy,4600,1 Bed,1 Bath,Manhattan,Corcoran
"245 East 63rd Street, Apt. 21-A",Upper East Side,6450,2 Beds,2 Baths,Manhattan,Corcoran
West 87th Street,Upper West Side,2250,Studio,1 Bath,Manhattan,Corcoran
West 33rd Street,Midtown West,5954,2 Beds,2 Baths,Manhattan,Corcoran
"100 Riverside Boulevard, Apt. 5A",Upper West Side,4300,1 Bed,1 Bath,Manhattan,Corcoran
"25 Central Park West, Apt. 23K",Upper West Side,14000,2 Beds,2 Baths,Manhattan,Corcoran
Dutch Street,Financial District,3520,Studio,1 Bath,Manhattan,Corcoran
West 21st Street,Chelsea,4750,1 Bed,1 Bath,Manhattan,Corcoran
West 21st Street,Hudson Yards,4750,1 Bed,1 Bath,Manhattan,Corcoran
East 53rd Street,Midtown East,2400,1 Bed,1 Bath,Manhattan,Corcoran
"436 East 58th Street, Apt. C2",Sutton Area,2400,Studio,1 Bath,Manhattan,Corcoran
"94 AVE A, Apt. 3",East Village,7500,4 Beds,2 Baths,Manhattan,Corcoran
"230 East 52nd Street, Apt. 3C",Midtown East,3499,1 Bed,1 Bath,Manhattan,Corcoran
"84 Madison Street, Apt. 17",Chinatown,2195,1 Bed,1 Bath,Manhattan,Corcoran
"618 West 164th Street, Apt. 24",Washington Heights,2980,3 Beds,1 Bath,Manhattan,Corcoran
"242 West 53rd Street, Apt. 49E",Midtown West,7850,2 Beds,2 Baths,Manhattan,Corcoran
"242 West 53rd Street, Apt. 32D",Midtown West,4600,1 Bed,1 Bath,Manhattan,Corcoran
West 44th Street,Clinton,2495,Studio,1 Bath,Manhattan,Corcoran
Greenwich Street,Tribeca,21500,4 Beds,4 Baths,Manhattan,Corcoran
"7 West 21st Street, Apt. 7D",Flatiron,5805,1 Bed,1 Bath,Manhattan,Corcoran
East 80th Street,Upper East Side,3900,1 Bed,1 Bath,Manhattan,Corcoran
East 49th Street,Midtown East,3350,1 Bed,1 Bath,Manhattan,Corcoran
"114 Liberty Street, Apt. 8",Financial District,22500,5 Beds,4 Baths,Manhattan,Corcoran
"10 East 29th Street, Apt. 45B",Flatiron,14000,3 Beds,3 Baths,Manhattan,Corcoran
East 94th Street,Upper East Side,1850,Studio,1 Bath,Manhattan,Corcoran
Ninth Avenue,Clinton,3204,2 Beds,1 Bath,Manhattan,Corcoran
East 95th Street,Upper East Side,2250,Studio,1 Bath,Manhattan,Corcoran
"227 West 77th Street, Apt. 20D",Upper West Side,13284,2 Beds,2 Baths,Manhattan,Corcoran
"330 East 38th Street, Apt. 56K",Murray Hill,7750,2 Beds,2 Baths,Manhattan,Corcoran
"305 West 114th Street, Apt. 3B",Harlem,3050,2 Beds,1 Bath,Manhattan,Corcoran
"201 West 95th Street, Apt. 205",Upper West Side,1625,Studio,1 Bath,Manhattan,Corcoran
Central Park South,Central Park South,3900,1 Bed,1 Bath,Manhattan,Corcoran
East 77th Street,Upper East Side,7250,2 Beds,2 Baths,Manhattan,Corcoran
West 19th Street,Chelsea,7500,2 Beds,2 Baths,Manhattan,Corcoran
West 19th Street,Hudson Yards,7500,2 Beds,2 Baths,Manhattan,Corcoran
Dutch Street,Financial District,7740,2 Beds,1 Bath,Manhattan,Corcoran
West 36th Street,Clinton,2875,1 Bed,1 Bath,Manhattan,Corcoran
Lexington Avenue,Upper East Side,2500,1 Bed,1 Bath,Manhattan,Corcoran
East 62nd Street,Upper East Side,2100,Studio,1 Bath,Manhattan,Corcoran
ST NICHOLAS Avenue,Hamilton Heights,1895,Studio,1 Bath,Manhattan,Corcoran
"311 East 38th Street, Apt. 5A",Murray Hill,2600,Studio,1 Bath,Manhattan,Corcoran
"410 West 25th Street, Apt. 4A",Chelsea,3995,1 Bed,1 Bath,Manhattan,Corcoran
"410 West 25th Street, Apt. 4A",Hudson Yards,3995,1 Bed,1 Bath,Manhattan,Corcoran
West 66th Street,Upper West Side,4650,1 Bed,1 Bath,Manhattan,Corcoran
"325 East 88th Street, Apt. FOUR",Upper East Side,2350,1 Bed,1 Bath,Manhattan,Corcoran
"160 Central Park South, Apt. 3011",Central Park South,6900,1 Bed,1 Bath,Manhattan,Corcoran
East 47th Street,Midtown East,4000,1 Bed,1 Bath,Manhattan,Corcoran
"340 East 93rd Street, Apt. 26FG",Upper East Side,5950,2 Beds,2 Baths,Manhattan,Corcoran
"227 West 77th Street, Apt. 12J",Upper West Side,9663,2 Beds,2 Baths,Manhattan,Corcoran
East 14th Street,East Village,3500,3 Beds,1 Bath,Manhattan,Corcoran
"346 East 13th Street, Apt. 15",East Village,5700,4 Beds,1 Bath,Manhattan,Corcoran
"60 West 23rd Street, Apt. 718",Flatiron,4725,1 Bed,1 Bath,Manhattan,Corcoran
"245 East 63rd Street, Apt. 815",Upper East Side,3100,Studio,1 Bath,Manhattan,Corcoran
West 46th Street,Midtown West,8250,2 Beds,2 Baths,Manhattan,Corcoran
Chrystie Street,East Village,7055,2 Beds,2 Baths,Manhattan,Corcoran
Central Park West,Upper West Side,9500,2 Beds,2 Baths,Manhattan,Corcoran
"303 East 10th Street, Apt. 2RB",East Village,2150,1 Bed,1 Bath,Manhattan,Corcoran
"303 East 10th Street, Apt. 1",East Village,2850,1 Bed,1 Bath,Manhattan,Corcoran
"138 East 112th Street, Apt. 2D",East Harlem,2900,2 Beds,1 Bath,Manhattan,Corcoran
"201 East 4th Street, Apt. 4",East Village,5300,3 Beds,2 Baths,Manhattan,Corcoran
"94 AVE A, Apt. 2",East Village,4000,2 Beds,1 Bath,Manhattan,Corcoran
Horatio Street,West Village,10000,2 Beds,2 Baths,Manhattan,Corcoran
West 49th Street,Clinton,3168,2 Beds,1 Bath,Manhattan,Corcoran
"610 West 164th Street, Apt. 3A",Washington Heights,3900,4 Beds,2 Baths,Manhattan,Corcoran
"610 West 164th Street, Apt. 6",Washington Heights,3070,3 Beds,1 Bath,Manhattan,Corcoran
East 44th Street,Midtown East,11350,2 Beds,2 Baths,Manhattan,Corcoran
"1567 Lexington Avenue, Apt. 1",Upper East Side,2345,1 Bed,1 Bath,Manhattan,Corcoran
"213 East 88th Street, Apt. 4B",Upper East Side,2300,1 Bed,1 Bath,Manhattan,Corcoran
East 15th Street,Gramercy,3750,1 Bed,1 Bath,Manhattan,Corcoran
"102 West 80th Street, Apt. 44",Upper West Side,2150,Studio,1 Bath,Manhattan,Corcoran
"554 West 54th Street, Apt. 24D",Clinton,6000,2 Beds,2 Baths,Manhattan,Corcoran
"415 East 54th Street, Apt. 21h",Sutton Area,5000,1 Bed,1 Bath,Manhattan,Corcoran
"516 East 12th Street, Apt. 20",East Village,4495,3 Beds,1 Bath,Manhattan,Corcoran
East 79th Street,Upper East Side,3900,1 Bed,1 Bath,Manhattan,Corcoran
"260 West 26th Street, Apt. 2A",Chelsea,6395,2 Beds,2 Baths,Manhattan,Corcoran
"260 West 26th Street, Apt. 2A",Hudson Yards,6395,2 Beds,2 Baths,Manhattan,Corcoran
"45 Tudor City Place, Apt. 411",Midtown East,3100,1 Bed,1 Bath,Manhattan,Corcoran
West 135th Street,Harlem,3300,2 Beds,2 Baths,Manhattan,Corcoran
"75 Baxter Street, Apt. 13",Chinatown,3136,1 Bed,1 Bath,Manhattan,Corcoran
"242 West 53rd Street, Apt. 45D",Midtown West,7450,2 Beds,2 Baths,Manhattan,Corcoran
"424 West 46th Street, Apt. 5C",Clinton,2700,Studio,1 Bath,Manhattan,Corcoran
Seventh Avenue,Chelsea,3975,1 Bed,1 Bath,Manhattan,Corcoran
Seventh Avenue,Hudson Yards,3975,1 Bed,1 Bath,Manhattan,Corcoran
"190 Norfolk Street, Apt. 2A",Lower East Side,3195,1 Bed,1 Bath,Manhattan,Corcoran
West 33rd Street,Chelsea,3500,1 Bed,1 Bath,Manhattan,Corcoran
West 33rd Street,Hudson Yards,3500,1 Bed,1 Bath,Manhattan,Corcoran
"314 East 106th Street, Apt. 26",East Harlem,2395,2 Beds,1 Bath,Manhattan,Corcoran
Delancey Street,Lower East Side,4768,1 Bed,1 Bath,Manhattan,Corcoran
"71 Second Avenue, Apt. 5",East Village,6600,3 Beds,1 Bath,Manhattan,Corcoran
Lexington Avenue,Upper East Side,2795,2 Beds,1 Bath,Manhattan,Corcoran
West 72nd Street,Upper West Side,2375,Studio,1 Bath,Manhattan,Corcoran
"7 West 21st Street, Apt. 15H",Flatiron,5945,1 Bed,1 Bath,Manhattan,Corcoran
"433 West 34th Street, Apt. 7N",Chelsea,3500,1 Bed,1 Bath,Manhattan,Corcoran
"433 West 34th Street, Apt. 7N",Hudson Yards,3500,1 Bed,1 Bath,Manhattan,Corcoran
"200 East 32nd Street, Apt. 19-A",empty neighborhood,3800,2 Beds,1 Bath,Manhattan,Corcoran
East 34th Street,Murray Hill,5700,2 Beds,2 Baths,Manhattan,Corcoran
"225 East 34th Street, Apt. 14C",Murray Hill,6500,2 Beds,2 Baths,Manhattan,Corcoran
East 54th Street,Midtown East,2400,Studio,1 Bath,Manhattan,Corcoran
"116 Pinehurst Avenue, Apt. F65",Washington Heights,2850,1 Bed,1 Bath,Manhattan,Corcoran
West 92nd Street,Upper West Side,2300,Studio,1 Bath,Manhattan,Corcoran
"142 Duane Street, Apt. PH-2",Tribeca,15000,2 Beds,2 Baths,Manhattan,Corcoran
"554 West 54th Street, Apt. PHE",Clinton,8000,2 Beds,2 Baths,Manhattan,Corcoran
"106 West 105th Street, Apt. 6",Upper West Side,6500,5 Beds,2 Baths,Manhattan,Corcoran
"245 West 51st Street, Apt. 711",Midtown West,3750,2 Beds,1 Bath,Manhattan,Corcoran
"242 East 71st Street, Apt. 2E",Upper East Side,4750,3 Beds,1 Bath,Manhattan,Corcoran
East 47th Street,Midtown East,3800,1 Bed,1 Bath,Manhattan,Corcoran
"102 Forsyth Street, Apt. 10",Lower East Side,3850,1 Bed,1 Bath,Manhattan,Corcoran
Dutch Street,Financial District,4875,1 Bed,1 Bath,Manhattan,Corcoran
East 89th Street,Upper East Side,4795,2 Beds,2 Baths,Manhattan,Corcoran
"245 East 44th Street, Apt. 10A",Midtown East,5595,2 Beds,2 Baths,Manhattan,Corcoran
3RD Avenue,Murray Hill,9500,3 Beds,2 Baths,Manhattan,Corcoran
"375 Broome Street, Apt. 8",Chinatown,6500,5 Beds,1 Bath,Manhattan,Corcoran
"211 West 53rd Street, Apt. 2JJ",Midtown West,2295,Studio,1 Bath,Manhattan,Corcoran
"531 Manhattan Avenue, Apt. 2",Morningside Heights,6500,3 Beds,3 Baths,Manhattan,Corcoran
"245 West 109th Street, Apt. 5",Upper West Side,2995,2 Beds,1 Bath,Manhattan,Corcoran
"2156 Second Avenue, Apt. 4-C",East Harlem,2595,2 Beds,1 Bath,Manhattan,Corcoran
Wooster Street,Soho,49900,4 Beds,4 Baths,Manhattan,Corcoran
Wooster Street,Nolita,49900,4 Beds,4 Baths,Manhattan,Corcoran
"568 West 192nd Street, Apt. 26",Washington Heights,2625,3 Beds,1 Bath,Manhattan,Corcoran
"601 West 137th Street, Apt. 22",Hamilton Heights,3500,2 Beds,2 Baths,Manhattan,Corcoran
East 22nd Street,Gramercy,4100,2 Beds,1 Bath,Manhattan,Corcoran
West 107th Street,Upper West Side,7800,3 Beds,2 Baths,Manhattan,Corcoran
"415 East 37th Street, Apt. 33D",Murray Hill,4750,1 Bed,2 Baths,Manhattan,Corcoran
"172 Madison Avenue, Apt. 22A",empty neighborhood,9950,2 Beds,2 Baths,Manhattan,Corcoran
"280 Park Avenue South, Apt. 2G",Flatiron,4500,1 Bed,1 Bath,Manhattan,Corcoran
"296 West 10th Street, Apt. 8FLR",West Village,22000,3 Beds,3 Baths,Manhattan,Corcoran
East 40th Street,Murray Hill,4500,1 Bed,1 Bath,Manhattan,Corcoran
"333 East 43rd Street, Apt. 412",Midtown East,3300,1 Bed,1 Bath,Manhattan,Corcoran
East 119th Street,East Harlem,2500,1 Bed,1 Bath,Manhattan,Corcoran
"300 East 23rd Street, Apt. 9D",Gramercy,7200,2 Beds,2 Baths,Manhattan,Corcoran
"60 East 96th Street, Apt. 1B",Carnegie Hill,8700,3 Beds,2 Baths,Manhattan,Corcoran
"210 East 47th Street, Apt. 10-J",Midtown East,3950,2 Beds,1 Bath,Manhattan,Corcoran
"35 East 38th Street, Apt. 6E",Murray Hill,3095,1 Bed,1 Bath,Manhattan,Corcoran
"624 East 9th Street, Apt. 1",East Village,4085,1 Bed,1 Bath,Manhattan,Corcoran
Stanton Street,Lower East Side,2945,Studio,1 Bath,Manhattan,Corcoran
"26 Bedford Street, Apt. 2B",Greenwich Village,3000,Studio,1 Bath,Manhattan,Corcoran
"48 Grove Street, Apt. 3",West Village,6000,1 Bed,1 Bath,Manhattan,Corcoran
"234 East 116th Street, Apt. 1",East Harlem,2550,2 Beds,1 Bath,Manhattan,Corcoran
East 117th Street,East Harlem,2195,2 Beds,1 Bath,Manhattan,Corcoran
"52 Ludlow Street, Apt. 1A",Lower East Side,3200,Studio,1 Bath,Manhattan,Corcoran
West 47th Street,Clinton,3850,2 Beds,1 Bath,Manhattan,Corcoran
West 23rd Street,Chelsea,3200,Studio,1 Bath,Manhattan,Corcoran
West 23rd Street,Hudson Yards,3200,Studio,1 Bath,Manhattan,Corcoran
"444 West 19th Street, Apt. 502",Chelsea,4500,1 Bed,1 Bath,Manhattan,Corcoran
"444 West 19th Street, Apt. 502",Hudson Yards,4500,1 Bed,1 Bath,Manhattan,Corcoran
West 79th Street,Upper West Side,4850,1 Bed,2 Baths,Manhattan,Corcoran
Riverside Drive,Washington Heights,3300,3 Beds,1 Bath,Manhattan,Corcoran
West 97th Street,Upper West Side,5400,2 Beds,1 Bath,Manhattan,Corcoran
"1309 5TH Avenue, Apt. 9G",Harlem,3495,2 Beds,1 Bath,Manhattan,Corcoran
"135 West 96th Street, Apt. 2B",Upper West Side,3850,1 Bed,1 Bath,Manhattan,Corcoran
"16 East 77th Street, Apt. PH1",Upper East Side,21000,4 Beds,3 Baths,Manhattan,Corcoran
Washington Street,Financial District,4100,1 Bed,1 Bath,Manhattan,Corcoran
East 8th Street,East Village,3495,1 Bed,1 Bath,Manhattan,Corcoran
"1 Morton Square, Apt. 10AE",West Village,7500,1 Bed,1 Bath,Manhattan,Corcoran
"350 East 62nd Street, Apt. 1J",Upper East Side,2350,Studio,1 Bath,Manhattan,Corcoran
"117 East 37th Street, Apt. 8D",Murray Hill,3300,2 Beds,1 Bath,Manhattan,Corcoran
"20 West 53rd Street, Apt. 24B",Midtown West,9500,1 Bed,1 Bath,Manhattan,Corcoran
Bank Street,West Village,4225,1 Bed,1 Bath,Manhattan,Corcoran
West 12th Street,Greenwich Village,6500,2 Beds,1 Bath,Manhattan,Corcoran
Irving Place,Gramercy,4500,1 Bed,1 Bath,Manhattan,Corcoran
"1 Irving Place, Apt. V-9D",Gramercy,4500,1 Bed,1 Bath,Manhattan,Corcoran
West 49th Street,Clinton,1949,Studio,1 Bath,Manhattan,Corcoran
Grand Street,Lower East Side,2750,2 Beds,1 Bath,Manhattan,Corcoran
West 97th Street,Upper West Side,3875,1 Bed,1 Bath,Manhattan,Corcoran
"164 Henry Street, Apt. 5B",Lower East Side,1995,1 Bed,1 Bath,Manhattan,Corcoran
"2231 Adam C Powell Blvd, Apt. 316",Harlem,2650,1 Bed,1 Bath,Manhattan,Corcoran
West 55th Street,Midtown West,6995,3 Beds,3 Baths,Manhattan,Corcoran
East 31st Street,Murray Hill,3400,1 Bed,1 Bath,Manhattan,Corcoran
West End Avenue,Upper West Side,2500,1 Bed,1 Bath,Manhattan,Corcoran
West 71st Street,Upper West Side,3750,1 Bed,1 Bath,Manhattan,Corcoran
"80 East 2nd Street, Apt. 3-4",East Village,5300,2 Beds,2 Baths,Manhattan,Corcoran
"339 East 82nd Street, Apt. GARDEN",Upper East Side,3200,1 Bed,1 Bath,Manhattan,Corcoran
West 23rd Street,Chelsea,3350,Studio,1 Bath,Manhattan,Corcoran
West 23rd Street,Hudson Yards,3350,Studio,1 Bath,Manhattan,Corcoran
"202 Mott Street, Apt. 3",Soho,2795,2 Beds,1 Bath,Manhattan,Corcoran
"202 Mott Street, Apt. 3",Nolita,2795,2 Beds,1 Bath,Manhattan,Corcoran
"202 Mott Street, Apt. 22",Soho,2695,2 Beds,1 Bath,Manhattan,Corcoran
"202 Mott Street, Apt. 22",Nolita,2695,2 Beds,1 Bath,Manhattan,Corcoran
"211 West 53rd Street, Apt. 2LL",Midtown West,2450,Studio,1 Bath,Manhattan,Corcoran
"536 West 159th Street, Apt. 4A",Washington Heights,1850,1 Bed,1 Bath,Manhattan,Corcoran
"62 Wooster Street, Apt. 5FLR",Soho,49900,4 Beds,4 Baths,Manhattan,Corcoran
"62 Wooster Street, Apt. 5FLR",Nolita,49900,4 Beds,4 Baths,Manhattan,Corcoran
"200 West 67th Street, Apt. 38A",Upper West Side,11900,3 Beds,3 Baths,Manhattan,Corcoran
Murray Street,Tribeca,28000,3 Beds,4 Baths,Manhattan,Corcoran
1ST Avenue,Midtown East,7840,2 Beds,2 Baths,Manhattan,Corcoran
"330 East 49th Street, Apt. 10A",Midtown East,2700,Studio,1 Bath,Manhattan,Corcoran
"1065 Second Avenue, Apt. 1031",Midtown East,5497,1 Bed,1 Bath,Manhattan,Corcoran
"555 10TH Avenue, Apt. 22I",Midtown West,5025,1 Bed,1 Bath,Manhattan,Corcoran
Murray Street,Tribeca,28000,3 Beds,4 Baths,Manhattan,Corcoran
"14 Prince Street, Apt. 4C",Soho,5700,2 Beds,1 Bath,Manhattan,Corcoran
"14 Prince Street, Apt. 4C",Nolita,5700,2 Beds,1 Bath,Manhattan,Corcoran
South End Avenue,Battery Park City,3400,1 Bed,1 Bath,Manhattan,Corcoran
"151 West 17th Street, Apt. 2C",Chelsea,8950,2 Beds,2 Baths,Manhattan,Corcoran
"151 West 17th Street, Apt. 2C",Hudson Yards,8950,2 Beds,2 Baths,Manhattan,Corcoran
Elizabeth Street,Soho,3350,Studio,1 Bath,Manhattan,Corcoran
Elizabeth Street,Nolita,3350,Studio,1 Bath,Manhattan,Corcoran
"30 East 9th Street, Apt. 2II",Greenwich Village,4750,1 Bed,1 Bath,Manhattan,Corcoran
"220 Riverside Boulevard, Apt. 7W",Upper West Side,2800,Studio,1 Bath,Manhattan,Corcoran
East 85th Street,Upper East Side,3500,1 Bed,1 Bath,Manhattan,Corcoran
"424 East 52nd Street, Apt. 3G",Beekman,2950,1 Bed,1 Bath,Manhattan,Corcoran
West 44th Street,Clinton,2100,Studio,1 Bath,Manhattan,Corcoran
